评分,评论题目,用户名,时间,评论内容
6.0 / 10,Leaves the Station without a Train of Thought,popcorninhell,19 January 2018,"In the realm of bruising, brawling, nay unstoppable a**-kickers, no rise is as unexpected and as unprecedented as that of Liam Neeson's. The man is 65-years-old and has worked on an incredible diversity of films, from gritty historical epics to talkie Woody Allen romantic dramas. But with 2008's Taken, Neeson took a hard dive into action and the world hasn't looked back since.Ten years after that franchise has remorsefully petered out, Neeson still turns in the goods every once in a while, with middle of the road action movies, middle of the road budgets and middle of the road returns. It's a living - I certainly don't fault the man who is pretty much getting paid to stay in shape. Plus every once in awhile, a middle of the road action movie is really all you need to stave off all the badness in this world.The Commuter is one such film. It's modest in its presentation and definitely falls to pieces under scrutiny but it nevertheless works because it knows what it is. It's the story of a seemingly ordinary New Yorker who ensnares himself in a criminal conspiracy on his way home from work. Luckily this man, one Michael MacCauley (Neeson), has a ""certain set of skills"" that will ultimately determine whether he lives or dies by the time the train reaches its final destination.The film was directed by frequent Neeson collaborator Jaume Collet-Serra who over the last decade has been a part of the best of Neeson's late-career work. With Neeson and Collet-Serra jointly you can expect a quick pace even tone, a good setup and a couple of action sequences that elevate the film above the field of a Van Damme knockoffs. You can also expect diminishing returns but more on that later.Part of The Commuter's nut-and-bolts appeal is it's sparse to a fault. We're put into our protagonist's headspace nearly the entire time, leaving only for a brief insert here and there. Michael is in search of a passenger on the train and needs to discover their whereabouts quietly. When who, what, where and why, in short, the details, remain scant keeping the audience transfixed on what is occurring. It's mystery box filmmaking at its finest.Of course after you've meticulously setup your premise and created the max level of tension, then you have to...you know answer the who, what, when and why. To that end The Commuter derails with the force of a backyard axe kick with villains who neither need to be this flamboyant nor this dramatic. For me, my suspension of disbelief snapped back the moment we get a cutaway of two FBI agents puttering around the last stop. But if you're the type of person who'd willingly set your house on fire to kill a spider then you're probably willing to forgive most of this film's baked in nuttiness.The movie is also hacked to s**t with editing choices that completely eschew any hope of any B-story. That normally wouldn't be such a problem if it wasn't immediately clear all that stuff was supposed to be there to begin with. For example, minor characters are enshrined in the last act with a working-class dignity reminiscent of the rebel slaves of Spartacus (1960), but absolutely nothing comes before it to ground us in whom they are. It's the equivalent of starting a children's storybook with the message on the last page being read first. Also, not for nothing but if you're going to directly reference an objectively great movie; please make sure your movie reaches at least a level of competence that you can find in a Harold Becker movie - just saying."
8.0 / 10,Liam Neeson was good but just time for a break,celigirl100,19 January 2018,"He act this one good like mostly his good scene with Taken , part 2 and 3 . I expected more in this one without he beaten up a lot but I guess the director is tell him time to park him as side he . He is wash up not moving like before so that's why they give him this piece . Am sorry if I offend you Mr. Neeson but that's what most of these director doing now a days to get rid of you. Best use start to produce movies but still keep your body fit. Am surprise they didn't give Bruce Willis this movie to act he always like to be blood in his moives and get bear up lol. I watch your movie tonight and it was still awesome thank for making your fans happy ."
,Great Start NONSENSICAL Finish... WTF?,Jaque (ScottBang),19 January 2018,"I feel bad for Liam Neeson. He never could match what he achieved with ""Taken"" despite attempt after attempt. When the movie had finished all I could think of was what the hell happened to that script? The skeleton for a great film is in place and the first act was intriguing and extremely riveting. By the time it ends, everything descends in to utter nonsense. It's as if the writer of this film took months to craft half the movie and then the studio called and told him he had 48 hours to finish so he slapped together the second half jacked up on caffeine and doughnuts. Either that or his 12 year old son snuck in to his office and finished it for him. It's like the writer had no idea where this was going to start and it went out of control and veered off the tracks... quite literally. What seemed like a clever lead character turns out to be a near buffoon. The twists are obvious and everything feels like a wasted opportunity."
7.0 / 10,A Fun Thriller With Excellent Acting And Camerawork,rannynm,19 January 2018,"The Commuter is a fun thriller, even if it does get a little too over-the-top for its own good. The acting and camerawork provide a tense feel to this movie, like many Hitchcock films. This is sure to please Liam Neeson fans.The story follows insurance salesman Michael (Liam Neeson), who is caught in a criminal conspiracy on his daily commute. Michael meets the enigmatic Joanna (Vera Farmiga), who will give him a large sum of money if he finds a passenger with evidence against her. This must be done before a certain train stop. This leads to a frenetic chase to find the passenger, as elements of the conspiracy are revealed. Michael happens to be an ex-cop and will do anything to protect this passenger, but this comes with consequences.Liam Neeson, as Michael, excellently presents his frantic need to find the passenger because every wrong move can result in an innocent passenger getting caught in the crossfire. He is spectacular in the fast-paced action and stunts. Vera Farmiga as Joanna, is my favorite character because of the intense threat and urgency she provides with her performance. It is also interesting to find out more about her conspiracy. Patrick Wilson, as Alex, is an incredible helper to Michael, but you can tell he has some secrets he's not sharing. Jonathan Banks, as Walt, presents a friend to Michael who commutes with him every day, while also helping him out.Jaume Collet-Sera wonderfully directs this film with a rapid pace and you feel you are a part of the train. My favorite scene is a one-shot fight scene on board the train, because of its impressive camera work. I also like how intense it is, due to the crowded environment. My only problem with this film is that, while the main story is extremely interesting, there are many over-the-top scenarios, which turn the movie into unintentional comedy. Also, some of the filming and editing feels rushed in places.The message of the movie is that doing the right thing will never be easy, but could result in the lives of many being saved. Despite his good intentions, Michael is put into one risky situation after another and he always must risk his life. However, he saves many through his selfless acts. I give this film 3.5 out of 5 stars and recommend it for ages 10 to 18, because of its intense action and language. Reviewed by Arjun N., KIDS FIRST! Film Critic. "
7.0 / 10,Very Detective and Thrilling action...you mnever know what's coming,yudiaibi,18 January 2018,"Hey guys, so i just did this movie recently and i have to get this movie a credit...why?
for simple reason i just do with numbering..1. Great Liam neeson act...similar with Taken or othe liam movies
2. remind us the same characteristic movies "" Murder on the Orient Express"" same detective kinda movie and catch our curiousity
3. Bad ass action Liam Standard
4. Makes you wanna know who the villain are
5. Hardwire in my mind during movies...make everyone goes with their own ending theory
6. fun fact is , there is one scene that i think already the ending of the films but actually just opener for a unexpecting result
7. The ending is so nice and make us wonder what the meaning "" the badge "" that liam give to joanna....
8. Very entertaining overallnice liam in your age you still did that kind of moves, that cool..."
7.0 / 10,Another Cool Liam Neeson Action Thriller Movie,mikenontonmulu,18 January 2018,"What was wonderful about seeing Liam Neeson was that he had such a commanding presence on screen that it felt whenever he was in a movie playing a tough guy, he really nailed it. In here, he played a character who was being suppressed so hard that he had no choice but to fight back, and boy he really fought.As usual, he would be able to do the fight skillfully but not in the very fast style a la Jason Statham or Donnie Yen but his own style which was brutal and kind of like a street fight. In here, all the fights done were good, but my most favorite would definitely be the one in the small compartment before the final stop. Apart from the cool fight scenes, there were also various intense moments involving the train. The train's high speed sequence towards the end was absolutely breath taking and so intense that I was literally holding my breath. And I know my wife also screamed a little during some of those awesomely done intense moments.For a movie that was shot mostly in a confined space of a train, the early part of the film was a bit too long to my personal opinion. This resulted to a bit of a slow pace at the start. Not until the scene in the train did we feel the movie picking up the pace. Personally I think that if the earlier part was made a bit shorter, the movie would have been a nonstop thrill. To tell you the truth, I also felt a bit of similarity with another Liam Neeson's movie Non-Stop where the scenes were mostly done in an airplane. This should not come as a surprise since both were directed by the same person Jaume Collet-Sera who also directed few other Neeson's movies such as Unknown and Run All Night. I found that the sound effects of the movie was excellent and the special effects were good. It also provided us some twists and an interesting plot of finding out who the person was which kept us guessing till almost the end. The opening sequence was uniquely done but may seemed a bit confusing first, though after a while you would understand it better. The movie's main attraction would definitely be Liam Neeson who already built up a rapport for being an action star even at his age. I pretty much enjoyed the movie as it was truly entertaining though I would have loved it more had the intensity started a lot earlier. Overall it was a good entertaining movie, and one that should be enjoyed as an action thriller film.So if you are a fan of Liam Neeson and want to see his collaboration with Jaume Collet-Sera again, then this should be a definite choice. If you like this kind of genre, you would surely be entertained. And it is worth to note that during this Award period in January where the movie options were limited to heavy drama (or a horror movie), then this could be a good alternate movie.For my complete review, pls have a look at michaelnontonmulu.blogspot.co.id"
7.0 / 10,Not Your Average Ride Home,david-sarkies,17 January 2018,Warning: Spoilers
,Tall Tale,GManfred,17 January 2018,"Sometimes Hollywood goes off the rails and comes up with a story so preposterous that it's almost beyond saving. ""The Commuter"" comes very close, but the difference is Liam Neeson, who can disappear into a role and make the whole thing work. He plays Mike McCauley, an insurance man who has just been fired, and to make things worse he is sucked into an espionage story in which he has to find someone on the train home and plant a device in their carry bag. What follows makes no sense and is loaded with plot holes too numerous to mention. The first half hour sets the stage and from there it is non-stop action and tension, but don't ask questions - just watch Neeson work his magic and bring in a story which defies all efforts to explain; so don't analyze, sit back and enjoy because it is very exciting, wacky screenplay notwithstanding.****** 6 of 10"
8.0 / 10,Nearly Perfect Action + Drama + Thriller Combination,Ali Imran KAZAN,16 January 2018,"I certainly loved this one. Even in the first scenes, the artistic style of the shooting has impressed me.The bond in the family was portrayed well. Though the movie followed a way other than I've expected, the way it followed was still cool. I expected a more emotional movie, it has gotten a more action after the intro scene.Still, the action and the trill was top-notch; character developments and interactions was really good. Also I liked the way Liam Neeson solves problems; The detective way of the movie was great too. Also the message that the movie gives is strong: first it implies that ""there is nothing noble in real world"" , but then the main character changes his way of seeing things and decides to do the right thing. That was pretty impressive decision to be honest.Still, it had some failures in my opinion. GCI was -not terrible, but still- significantly bad, and it didn't fit the way movie intended to follow. I really liked the thrilling scenes, but GCI kinda killed the mood for me. Also ending was a little bit lame, that I even thought ""this movie will be a bad one in my memory forever."" but, they managed to pull through.Overall, my review for the movie is that it was amazing, and all the actors, notably Liam Neeson, did a really impressive job i think. I certainly suggest action lovers to watch it,Have a great day :)"
9.0 / 10,"What you might call a ""Non-Stop"" train ride of thrills.",Carycomic,14 January 2018,Warning: Spoilers
7.0 / 10,Non stop on wheels,humblestone,11 January 2018,"It's just another taken, non stop movie. If you saw them, you don't need to see this. Stop!Wait. If you like Liam As I like Satisfaction Record in Heerlen you love this movie. It's a tippical Liam action movie. Good acting, nice action and a twist in the plot."
7.0 / 10,"Nice thriller, unnecessary action",blumdeluxe,16 January 2018,Warning: Spoilers
8.0 / 10,"Great Thrill Ride, and Liam Neeson is better than ever",quinnox-1,16 January 2018,"Liam Neeson is back, playing his ""every-man"" action star roles, and he is superb in this new movie. But not only is Neeson at the top of his game, but the story and pacing of the movie are stellar, and it really hooks you and keeps you wondering what new twists and turns will come next. The setting of the train is used to full effect, and really showcases how good drama and thrills are so evocative aboard a train, as other movies have also exemplified in the past.Just amazing special effects and action, if you've ever thought that movies with great action scenes involving trains often seem to reach a higher level of electricity and excitement, then this movie will be right up your alley!The conspiratorial plot is surprisingly well told - no spoilers - but the way they set up the mysterious villainous organization is excellent, without really giving anything away to the viewer. The way it keeps you guessing, and is, in a way, rooted in real world conspiracy theories, is pretty awesome. Can't wait for the hinted sequel!"
6.0 / 10,The Guy On The Train,khairulnizam,15 January 2018,This is that movie 'The Girl on the Train' meets Liam Neeson.
6.0 / 10,A thriller train ride that may be familiar with plot but still an entertaining fun ride.,cruise01,13 January 2018,"The Commuter is a decent action thriller that brings Liam Neeson back in action in a conspiracy plot that has him trying to discover that one mystery person in a train. This is the fourth time with Liam Neeson and director Jaume Collet-Serra are working together for their fourth thriller. Sure, this film may be a little similar to Non-Stop. If you could put aside for its decent plot and enjoy Liam Neeson butt kicking action, than this film will be for you. The plot follows Michael (Liam Neeson) an insurance salesman. He wakes up every day following the same routine, dealing with every day stress with his wife, and trying to figure a way to afford there son's college. Michael takes the train every day for the last ten years. When Michael's job goes awry, letting him go. His commute home on the train, he meets a stranger Joanna (Vera Farmiga) that offers him a deal of $100,000 if he can identify a passenger that sticks out from the rest of the people before the final stop. If he fails to do it, his family lives will be in danger. What I liked about The Commuter is its decent amount of action thrills. Liam Neeson trying to solve the mystery of this offer of trying to find the one passenger from a guitar player, a nurse, a tattooed girl, a snob broker, and a school girl. What does all these strangers have in connection? Or why does Joanna want Michael to find this individual? Sure, it is a fun ride when things get rolling when the threat rises when Michael has no choice cause his family's life is on the line. Watching Liam Neeson play a character that is not much of a fighter, and an insurance agent that is getting ready for retirement. He takes a beating when fighting bad guys and gets tossed around. But he gets back up to hit back and does what he does best in taking guys down. Yes, the action picks up after the first hour, and it is a wild ride from there. There is a twist in there, when you can start wondering if the villain's motivation behind all this could have been done differently. Liam Neeson is good at what he does best as an aging action star. Vera Farmiga did well as the main villain with a mastermind plan that is setting everything in motion. Patrick Wilson was also decent as Neeson's friend and an officer. What I did not like about the film is the conspiracy plot seems familiar. A little too familiar like Liam Neeson's previous films Non-stop. Except replace the concept setting to a commuter train. And than a conspiracy plan of having Neeson's character trying to solve the mystery about this individual passenger that the bad guys want him to find. And place a tracker on their bag. Leaving the fate of the passenger a mystery.Also, it does have some entertaining action with Neeson fighting guys and throwing them around the train, smashing through windows, and a brief shoot out. But the film is consist of close up camera shots with the action and a lot of camera movement which does create a little confusion on what is going on screen. Overall, The Commuter is a fair action thriller. The concept and twist were fun. Seeing Liam Neeson being fanatic in searching for that one passenger was a lot of fun and kicking back in action. Except the plot does not deliver anything new with thrills except for similar twist with the conspiracy story. And the action is nothing worth talking about.I rate the film 3 out of 5 stars. I recommend seeing the film as a rental or unless your bored and a Liam Neeson fan that enjoyed movies like Non-stop, Run All Night, or Unknown than check it out in theatres."
10.0 / 10,the commuter,baluraviuae,12 January 2018,"Superb movie ,liam neeson plays a very vital role who shoulders this entire movie,action scenes are marvellous, the fourth combo for both the director and hero is again engaging and tremendous.pls do watch in theatres."
8.0 / 10,Keeps you guessing almost till the very end.,bettycjung,16 January 2018,"1/14/18. Saw this in the theater today and it was worth seeing this on the big screen! Neeson still got it! This is an action AND psychological thriller in which Neeson's character is lured into helping a mysterious woman (Farmiga) who challenges him to find a passenger on the train who does not belong. He gets a handsome payout for doing this but it's not as easy as it sounds. Good writing keeps you guessing almost to the end as to what was going on. As good as The Sixth Sense. Really. Catch this one, it will keep you on the edge of your seat."
8.0 / 10,The Commuter Delivers at All the Stops,charlie-krausse,13 January 2018,"What did you get when you take the Producer of Non-Stop, a type-casted lead actor, a ""there's a bomb on a bus"" kind of setting and sprinkle in a little Kirk Douglas at the end? The answer - The Commuter.For Michael McCaughley today was supposed to be like every other day in his life, routine. Some of us can fully relate to his routine, and need it in our everyday life. That was when his routine jumped the tracks (to make a bad train pun).After having a horrible day, McCaughley boards his commuter train home from downtown NYC. From there a stranger approaches him and asks him one simple question, ""For $100,000, would you do one simple task?"" Intrigued and desperate McCaughley seeks to see if this conversation was real or hypothetical. Before he can even back out of it, he is already knee deep and acting against his will; trying to find and save a stranger on the commuter train as well as his family.Throw in a couple of obvious foreshadowing clues and this movie mostly delivers. Fast paced, and not just because its on a train, and it delivers at all the stops... wow, I am full of myself! charliemoviedatabase.weebly.com"
10.0 / 10,Breathe Holding movie,ramimakky,11 January 2018,"Solid , thrilling and it got a new idea of action movie include suspense it shows how can ordinary strange commuters can turn into hero when time comes , Liam Nesson as usual can convince his rule in a very good way even action scene with respect to his age . the second part of movie is better than the first explain a lot with storng action scene included i really enjoyed ."
4.0 / 10,Writing this review was more entertaining than the movie. So read the review and forget about the movie!,Kapten Video,4 February 2018,"Oh boy, the first movie released in 2018 that I saw is a stinker. Hope it's not gonna predict the quality of the cinema year ahead or something.This is another addition to the mighty Neesploitation genre - Liam Neeson starring in trashy action - that got off to a promising start with 2008's ""Taken"", and has gotten steadily worse ever since.I think ""Taken"" is still the only one worthy of watching, so I won't mention the others and urge you to forget ""The Commuter"" too. After reading my review, of course. I had too much fun writing it to let it go to waste now.Running around various locations and conquering the skies in the plane have been done already, so the new location for Neeson's accidental but skillful character to kick ass is the commuter train.So... The dangerous cat-and-mouse game begins, the family is in danger (of course), Neeson has enough hero moments and ""manly man growling in manly way moments"", plus some solid supporters appearing briefly to add some dramatic heft (Vera Farmiga, Patrick Wilson, Jonathan Banks, Sam Neill). So far, so generic but good, hmm?What the movie doesn't have is something resembling a solid script - the beginning is OK but once the real story starts, many events or turns seem embarrassingly stupid or illogical or insufficiently explained.The result is akin to some teenager reading ""Murder on the Orient Express"", forgetting most of the story, and rebuilding it almost from scratch in modern settting.Also, there's a shortage of exciting hand-to-hand fights or action setpieces, although what they do have is gripping (pickaxe vs guitar, Neeson getting off the commuter section for the first time, how the train stops finally).Also, the beginning is too long, there's almost nothing interesting happening during the first half. I guess the makers counted on building suspense, but the story is not nearly good enough for that.By reaching the halfway point, I was feeling pretty bored already. If they didn't have budget for more action or effects or something, they should have fleshed out the mysterious nemesis character at least. Shooting dialogue and ominous looks surely ain't that expensive?I still love Neeson, and the idea of him starring in trashy action, so I wish to end with positive note. Isn't it great that a man can turn into a bona fide action star just months his 56th (!) birthday - that's when ""Taken"" was released - and still be able to do it ten years later? He truly has set an good example to us all!The director is some Spaniard called Jaume Collet-Serra who has helmed three Neesploitations previously, ""Unknown"", ""Non-Stop"" and ""Run All Night"". All are crappy also.By the way, you should do a Google image search for ""the commuter posters"", the artwork is great, much better than the movie itself!"
2.0 / 10,An excuse to sell a Liam Neeson Thriller,nickmar-31499,3 February 2018,"Is it me or was the only purpose of the entire movie was to market it as a ""Liam Neeson Thriller"" and make a lot of money on opening weekend? Honestly there was really no point to this film other than to bank on the package of what you're getting. Nothing unique. Nada. I literally felt at the end the filmmakers were saying ""surprise! You're only here to give us $15 with the expecations of a unique story with a twist... but all you got was us to find an excuse to sell a Liam Neeson thriller"" .... I cannot be the only who who feels somewhat cheated. Was very close to asking my money back, but it isn't the theater's fault I guess.If you really are on the fence... just wait to rent it on itunes but even that may end in disappointment."
10.0 / 10,The Best Film of 2018 (So Far At Least),adonis98-743-186503,19 January 2018,"A businessman is caught up in a criminal conspiracy during his daily commute home. What Kind of a Person are You? The Commuter is finally the first good film that i got to see on 2018 and it's still January, Liam Neeson's perfomance is excellent and he holds the film quite well, also the rest of the cast like Vera Farmiga, Sam Neill and Patrick Wilson were also excellent in their roles. The movie is not as action packed as i hoped but it has great pacing and an entire mystery surrounding it that kept me at the edge of my seat. Also the fight scenes were excellent especially the 2nd one. The twists are non stop coming and the 3rd act is terrific and even tho some of the cgi at times is off and it does get a bit over the top it's still an action/thriller starring Liam Neeson i mean do the math did you expect something else from him? Also there's nice communication between Neeson and the director and it shows quite well in all their projects together. Overall The Commuter is a movie that kept me entertained from start to finish and had a man that had a simple and interesting life and was on a Train every day for the last 10 years and yet combined an every day thing (with some good twists that weren't spoiled in the trailer) and terrific full of suspense action that was dazzling. (A+)"
