标题,链接,房屋总价,房屋户型,房本面积,房屋朝向,所在楼层,装修情况,产权年限,建筑年代,房屋类型,交易权属,参考首付
杭州拱墅CBD 双地T精装微 中交财富 周边房价 ,http://hz.58.com/ershoufang/33499991199816x.shtml,151.2                                万（单价26923                                元/㎡）,2室1厅1卫,56.16㎡,南北,高层/共20层,豪华装修,70年,2018年,普通住宅,商品房,45.36                                万（月供4338元/月）
南湖旁豪华装修3房2卫 带车库储藏室 无税 性价 ,http://hz.58.com/ershoufang/33507301435841x.shtml,300                                万（单价27777                                元/㎡）,3室2厅2卫,108㎡,南北,低层/共6层,豪华装修,70年,2006年,普通住宅,商品房,90                                万（月供8611元/月）
帝景现代城民用水电40万起精装5.3米层高lof ,http://hz.58.com/ershoufang/33365654683211x.shtml,115                                万（单价13529                                元/㎡）,3室2厅3卫,85㎡,南,中层/共17层,豪华装修,70年,2016年,普通住宅,商品房,34.5                                万（月供3301元/月）
茶叶市场 一楼抬高带30方大院 三房格局 两房朝 ,http://hz.58.com/ershoufang/33507136595792x.shtml,328                                万（单价36853                                元/㎡）,3室2厅1卫,89㎡,南,低层/共7层,豪华装修,70年,1995年,普通住宅,商品房,98.4                                万（月供9412元/月）
永康苑新上房源 南北三房精装修 户型大气 5号线 ,http://hz.58.com/ershoufang/33507123779122x.shtml,350                                万（单价38888                                元/㎡）,3室2厅1卫,90㎡,南,高层/共7层,豪华装修,70年,1996年,普通住宅,商品房,105                                万（月供10044元/月）
城东板块 精装修好房 两房朝南 全明户型 南北通 ,http://hz.58.com/ershoufang/33507010805553x.shtml,470                                万（单价38524                                元/㎡）,4室2厅2卫,122㎡,南北,中层/共16层,豪华装修,70年,2016年,普通住宅,商品房,141                                万（月供13488元/月）
金都精装大三房，南北通透带双阳台，看房方便有钥匙 ,http://hz.58.com/ershoufang/33506930068939x.shtml,300                                万（单价28301                                元/㎡）,3室2厅2卫,106㎡,南北,低层/共6层,豪华装修,70年,1998年,普通住宅,商品房,90                                万（月供8611元/月）
西湖区 刚需必看的精装三房户型 设计好 价格好  ,http://hz.58.com/ershoufang/33478485064398x.shtml,273                                万（单价30674                                元/㎡）,3室2厅1卫,89㎡,南,高层/共20层,豪华装修,70年,2016年,普通住宅,商品房,81.9                                万（月供7834元/月）
（3.22品质豪宅）钱江新城豪装10000一平标 ,http://hz.58.com/ershoufang/33506677350708x.shtml,245                                万（单价37692                                元/㎡）,2室1厅1卫,65㎡,南北,中层/共44层,豪华装修,70年,2016年,普通住宅,商品房,73.5                                万（月供7030元/月）
嘉润公馆！奥体一线江景房！精装修送软装送硬装！还 ,http://hz.58.com/ershoufang/33506586011212x.shtml,968                                万（单价33264                                元/㎡）,5室3厅4卫,291㎡,南,中层/共33层,豪华装修,70年,2016年,普通住宅,商品房,290.4                                万（月供27780元/月）
桂花金座 豪装东西全送 带车位 房东考虑置换 地 ,http://hz.58.com/ershoufang/33473459050166x.shtml,270                                万（单价20000                                元/㎡）,3室2厅2卫,135㎡,南北,低层/共25层,豪华装修,70年,2012年,普通住宅,商品房,81                                万（月供7748元/月）
万科新盘《新都汇》精装含车位才1万5，来电享团购 ,http://hz.58.com/ershoufang/33506401019076x.shtml,102                                万（单价10851                                元/㎡）,3室2厅2卫,94㎡,南北,中层/共33层,豪华装修,40年,2010年,普通住宅,商品房,30.6                                万（月供2926元/月）
马云淘宝城正南 绿城翡翠城 金融岛核心 西边套户 ,http://hz.58.com/ershoufang/33506419565240x.shtml,655                                万（单价36392                                元/㎡）,4室3厅2卫,179.98㎡,南北,共5层,豪华装修,70年,2017年,普通住宅,商品房,196.5                                万（月供18799元/月）
诸暨中式四合院 独栋别墅，低总价！ ,http://hz.58.com/ershoufang/33506400799550x.shtml,150                                万（单价10714                                元/㎡）,4室3厅2卫,140㎡,南北,共2层,豪华装修,70年,2018年,别墅,商品房,45                                万（月供4304元/月）
龙湖艳澜山 小面积精装修全送 房东，满两年省5. ,http://hz.58.com/ershoufang/33506268177201x.shtml,158                                万（单价26333                                元/㎡）,2室2厅1卫,60㎡,南北,中层/共22层,豪华装修,70年,2015年,普通住宅,商品房,47.4                                万（月供4535元/月）
"大关东九苑南八通透,20万精装,南边阳台无挡,房 ",http://hz.58.com/ershoufang/33506320448298x.shtml,189                                万（单价28162                                元/㎡）,2室1厅1卫,67.11㎡,南北,中层/共6层,豪华装修,70年,1996年,普通住宅,商品房,56.7                                万（月供5425元/月）
如果这都不算豪华装修，可能就没有豪华装修了，佳境 ,http://hz.58.com/ershoufang/33428841797044x.shtml,659                                万（单价30229                                元/㎡）,4室2厅2卫,218㎡,南北,高层/共26层,豪华装修,70年,2009年,普通住宅,商品房,197.7                                万（月供18912元/月）
融信公馆ARC 全是边套 没有双税 毛坯装修都有 ,http://hz.58.com/ershoufang/33506181977157x.shtml,620                                万（单价44604                                元/㎡）,3室2厅2卫,139㎡,南北,中层/共18层,豪华装修,70年,2017年,普通住宅,商品房,186                                万（月供17795元/月）
新出房源+金域兰庭+40万婚房装修+满两年+全明 ,http://hz.58.com/ershoufang/33473416434998x.shtml,198                                万（单价23294                                元/㎡）,2室2厅1卫,85㎡,南北,中层/共18层,豪华装修,70年,2013年,普通住宅,商品房,59.4                                万（月供5683元/月）
新出融科瑷骊山豪装花园洋房 带电梯 四室两厅 全 ,http://hz.58.com/ershoufang/33505887502391x.shtml,490                                万（单价28000                                元/㎡）,4室2厅3卫,175㎡,南北,中层/共6层,豪华装修,70年,2008年,普通住宅,商品房,147                                万（月供14062元/月）
220万豪装现房，一线江景，无税，万象城旁，低于 ,http://hz.58.com/ershoufang/33499846662344x.shtml,220                                万（单价34920                                元/㎡）,1室1厅1卫,63㎡,东南,中层/共26层,豪华装修,70年,2010年,普通住宅,商品房,66                                万（月供6315元/月）
"西溪美岸、民用电、独立证、5号线300米,电话预 ",http://hz.58.com/ershoufang/33500731617486x.shtml,130                                万（单价26000                                元/㎡）,2室1厅1卫,50㎡,南,地下/共15层,豪华装修,70年,2010年,普通住宅,商品房,39                                万（月供3730元/月）
"望江家园一园,两房朝南,客厅朝南,全明户型,户型 ",http://hz.58.com/ershoufang/33500208468536x.shtml,410                                万（单价46590                                元/㎡）,2室1厅1卫,88㎡,南北,低层/共21层,豪华装修,70年,2000年,普通住宅,商品房,123                                万（月供11766元/月）
精装城北商业核心地标之作地铁5号线10号线旁万达 ,http://hz.58.com/ershoufang/33499955321918x.shtml,100                                万（单价18867                                元/㎡）,2室1厅1卫,53㎡,南北,中层/共16层,豪华装修,40年,2018年,公寓,商住两用,30                                万（月供2871元/月）
望江新园 新出经典两房朝南厅朝南 全明边套 20 ,http://hz.58.com/ershoufang/33443551359311x.shtml,375                                万（单价42613                                元/㎡）,2室2厅1卫,88㎡,南,高层/共21层,豪华装修,70年,2010年,普通住宅,商品房,112.5                                万（月供10763元/月）
"永庆坊2003年房子，婚房精装修两房,架空一楼, ",http://hz.58.com/ershoufang/33467068980429x.shtml,158                                万（单价29981                                元/㎡）,2室1厅1卫,52.7㎡,南北,低层/共6层,豪华装修,70年,2000年,普通住宅,商品房,47.4                                万（月供4535元/月）
三房朝南 豪华装修 双大阳台 风景采光好 房东诚 ,http://hz.58.com/ershoufang/33462294120527x.shtml,400                                万（单价29239                                元/㎡）,4室2厅2卫,136.8㎡,南北,中层/共33层,豪华装修,70年,2012年,普通住宅,商品房,120                                万（月供11481元/月）
钱江新城 一线江景+豪装大三房+有车位：美丽的家 ,http://hz.58.com/ershoufang/33499565424460x.shtml,300                                万（单价21739                                元/㎡）,3室2厅2卫,138㎡,南,高层/共26层,豪华装修,70年,2016年,普通住宅,商品房,90                                万（月供8611元/月）
新上好房 25万婚房精装修全送 首付50万 拎包 ,http://hz.58.com/ershoufang/33467662964798x.shtml,160                                万（单价29090                                元/㎡）,2室1厅1卫,55㎡,南北,中层/共6层,豪华装修,70年,1996年,普通住宅,商品房,48                                万（月供4593元/月）
"赏西湖美景,看美院风情,之江核心板块,精装酒店式 ",http://hz.58.com/ershoufang/33429978021834x.shtml,126                                万（单价26808                                元/㎡）,1室2厅1卫,47㎡,南,高层/共18层,豪华装修,50年,2015年,普通住宅,公房,37.8                                万（月供3617元/月）
翠苑一区婚房25万精装三楼东边套，沿河位置可做小 ,http://hz.58.com/ershoufang/33431787245135x.shtml,230                                万（单价38333                                元/㎡）,3室1厅1卫,60㎡,南北,中层/共7层,豪华装修,70年,1985年,普通住宅,商品房,69                                万（月供6600元/月）
实际房源！檀府，133平300万。50万豪华装修 ,http://hz.58.com/ershoufang/33498599702473x.shtml,300                                万（单价22556                                元/㎡）,4室2厅2卫,133㎡,南北,中层/共26层,豪华装修,70年,2010年,普通住宅,商品房,90                                万（月供8611元/月）
"临平双地铁口,LOFT精装公寓,不限购,实用面积 ",http://hz.58.com/ershoufang/33498182451123x.shtml,102                                万（单价22666                                元/㎡）,2室2厅2卫,45㎡,南,低层/共18层,豪华装修,50年,2015年,公寓,商品房,30.6                                万（月供2926元/月）
康城国际 送豪装 楼层好 中心位置 急售 ,http://hz.58.com/ershoufang/33497593546697x.shtml,230                                万（单价26136                                元/㎡）,2室1厅1卫,88㎡,南北,中层/共18层,豪华装修,70年,2016年,普通住宅,商品房,69                                万（月供6600元/月）
美都望城3房豪华装房距地铁2号线1公里左右附带一 ,http://hz.58.com/ershoufang/33497500336043x.shtml,235                                万（单价26256                                元/㎡）,3室2厅1卫,89.5㎡,南北,高层/共12层,豪华装修,70年,2013年,普通住宅,商品房,70.5                                万（月供6745元/月）
天都城蓝调公寓、适合做婚房！精装小三房、铁塔观景 ,http://hz.58.com/ershoufang/33497026777923x.shtml,198                                万（单价22247                                元/㎡）,2室2厅1卫,89㎡,南北,高层/共23层,豪华装修,70年,2015年,普通住宅,商品房,59.4                                万（月供5683元/月）
团购 桥西单身公寓 包租十年 现房即买即收益 ,http://hz.58.com/ershoufang/33496179857475x.shtml,130                                万（单价26530                                元/㎡）,1室2厅1卫,49㎡,南北,中层/共32层,豪华装修,70年,2015年,普通住宅,商品房,39                                万（月供3730元/月）
新街 重汽嘉泽苑 豪华装修3房 实图拍摄 送车位 ,http://hz.58.com/ershoufang/33495996674748x.shtml,188                                万（单价16637                                元/㎡）,3室2厅2卫,113㎡,东,中层/共15层,豪华装修,70年,2013年,普通住宅,商品房,56.4                                万（月供5394元/月）
盈都君悦、紧 急推出70方到120方刚需房、首付 ,http://hz.58.com/ershoufang/33495935045702x.shtml,110                                万（单价15068                                元/㎡）,2室2厅1卫,73㎡,南,中层/共18层,豪华装修,70年,2016年,普通住宅,商品房,33                                万（月供3156元/月）
西溪美岸 loft公寓 精装交付 近阿里巴巴地铁 ,http://hz.58.com/ershoufang/33440202529981x.shtml,110                                万（单价24444                                元/㎡）,2室1厅1卫,45㎡,南,中层/共18层,豪华装修,70年,2016年,普通住宅,商品房,33                                万（月供3156元/月）
阳光城檀悦，楼层户型可选，不用摇号！再不出手就告 ,http://hz.58.com/ershoufang/33495692317900x.shtml,468.9                                万（单价36632                                元/㎡）,3室2厅2卫,128㎡,南北,高层/共18层,豪华装修,70年,2017年,普通住宅,商品房,140.67                                万（月供13456元/月）
（3.22品质豪宅）钱江新城豪装10000一平标 ,http://hz.58.com/ershoufang/33506677350708x.shtml,245                                万（单价37692                                元/㎡）,2室1厅1卫,65㎡,南北,中层/共44层,豪华装修,70年,2016年,普通住宅,商品房,73.5                                万（月供7030元/月）
嘉润公馆！奥体一线江景房！精装修送软装送硬装！还 ,http://hz.58.com/ershoufang/33506586011212x.shtml,968                                万（单价33264                                元/㎡）,5室3厅4卫,291㎡,南,中层/共33层,豪华装修,70年,2016年,普通住宅,商品房,290.4                                万（月供27780元/月）
桂花金座 豪装东西全送 带车位 房东考虑置换 地 ,http://hz.58.com/ershoufang/33473459050166x.shtml,270                                万（单价20000                                元/㎡）,3室2厅2卫,135㎡,南北,低层/共25层,豪华装修,70年,2012年,普通住宅,商品房,81                                万（月供7748元/月）
万科新盘《新都汇》精装含车位才1万5，来电享团购 ,http://hz.58.com/ershoufang/33506401019076x.shtml,102                                万（单价10851                                元/㎡）,3室2厅2卫,94㎡,南北,中层/共33层,豪华装修,40年,2010年,普通住宅,商品房,30.6                                万（月供2926元/月）
马云淘宝城正南 绿城翡翠城 金融岛核心 西边套户 ,http://hz.58.com/ershoufang/33506419565240x.shtml,655                                万（单价36392                                元/㎡）,4室3厅2卫,179.98㎡,南北,共5层,豪华装修,70年,2017年,普通住宅,商品房,196.5                                万（月供18799元/月）
诸暨中式四合院 独栋别墅，低总价！ ,http://hz.58.com/ershoufang/33506400799550x.shtml,150                                万（单价10714                                元/㎡）,4室3厅2卫,140㎡,南北,共2层,豪华装修,70年,2018年,别墅,商品房,45                                万（月供4304元/月）
龙湖艳澜山 小面积精装修全送 房东，满两年省5. ,http://hz.58.com/ershoufang/33506268177201x.shtml,158                                万（单价26333                                元/㎡）,2室2厅1卫,60㎡,南北,中层/共22层,豪华装修,70年,2015年,普通住宅,商品房,47.4                                万（月供4535元/月）
"大关东九苑南八通透,20万精装,南边阳台无挡,房 ",http://hz.58.com/ershoufang/33506320448298x.shtml,189                                万（单价28162                                元/㎡）,2室1厅1卫,67.11㎡,南北,中层/共6层,豪华装修,70年,1996年,普通住宅,商品房,56.7                                万（月供5425元/月）
如果这都不算豪华装修，可能就没有豪华装修了，佳境 ,http://hz.58.com/ershoufang/33428841797044x.shtml,659                                万（单价30229                                元/㎡）,4室2厅2卫,218㎡,南北,高层/共26层,豪华装修,70年,2009年,普通住宅,商品房,197.7                                万（月供18912元/月）
融信公馆ARC 全是边套 没有双税 毛坯装修都有 ,http://hz.58.com/ershoufang/33506181977157x.shtml,620                                万（单价44604                                元/㎡）,3室2厅2卫,139㎡,南北,中层/共18层,豪华装修,70年,2017年,普通住宅,商品房,186                                万（月供17795元/月）
钱塘明月 3室2厅2卫 ,http://hz.58.com/ershoufang/33476406485455x.shtml,415                                万（单价46629                                元/㎡）,3室2厅2卫,89㎡,南,高层/共32层,豪华装修,70年,2013年,普通住宅,商品房,124.5                                万（月供11911元/月）
新出房源+金域兰庭+40万婚房装修+满两年+全明 ,http://hz.58.com/ershoufang/33473416434998x.shtml,198                                万（单价23294                                元/㎡）,2室2厅1卫,85㎡,南北,中层/共18层,豪华装修,70年,2013年,普通住宅,商品房,59.4                                万（月供5683元/月）
新出融科瑷骊山豪装花园洋房 带电梯 四室两厅 全 ,http://hz.58.com/ershoufang/33505887502391x.shtml,490                                万（单价28000                                元/㎡）,4室2厅3卫,175㎡,南北,中层/共6层,豪华装修,70年,2008年,普通住宅,商品房,147                                万（月供14062元/月）
220万豪装现房，一线江景，无税，万象城旁，低于 ,http://hz.58.com/ershoufang/33499846662344x.shtml,220                                万（单价34920                                元/㎡）,1室1厅1卫,63㎡,东南,中层/共26层,豪华装修,70年,2010年,普通住宅,商品房,66                                万（月供6315元/月）
"西溪美岸、民用电、独立证、5号线300米,电话预 ",http://hz.58.com/ershoufang/33500731617486x.shtml,130                                万（单价26000                                元/㎡）,2室1厅1卫,50㎡,南,地下/共15层,豪华装修,70年,2010年,普通住宅,商品房,39                                万（月供3730元/月）
"望江家园一园,两房朝南,客厅朝南,全明户型,户型 ",http://hz.58.com/ershoufang/33500208468536x.shtml,410                                万（单价46590                                元/㎡）,2室1厅1卫,88㎡,南北,低层/共21层,豪华装修,70年,2000年,普通住宅,商品房,123                                万（月供11766元/月）
精装城北商业核心地标之作地铁5号线10号线旁万达 ,http://hz.58.com/ershoufang/33499955321918x.shtml,100                                万（单价18867                                元/㎡）,2室1厅1卫,53㎡,南北,中层/共16层,豪华装修,40年,2018年,公寓,商住两用,30                                万（月供2871元/月）
申花核心商圈城西银泰旁5/10号线50米精装微公 ,http://hz.58.com/ershoufang/33499986628152x.shtml,170                                万（单价25000                                元/㎡）,2室2厅1卫,68㎡,南,中层/共17层,豪华装修,50年,2018年,普通住宅,商住两用,51                                万（月供4878元/月）
望江新园 新出经典两房朝南厅朝南 全明边套 20 ,http://hz.58.com/ershoufang/33443551359311x.shtml,375                                万（单价42613                                元/㎡）,2室2厅1卫,88㎡,南,高层/共21层,豪华装修,70年,2010年,普通住宅,商品房,112.5                                万（月供10763元/月）
"永庆坊2003年房子，婚房精装修两房,架空一楼, ",http://hz.58.com/ershoufang/33467068980429x.shtml,158                                万（单价29981                                元/㎡）,2室1厅1卫,52.7㎡,南北,低层/共6层,豪华装修,70年,2000年,普通住宅,商品房,47.4                                万（月供4535元/月）
三房朝南 豪华装修 双大阳台 风景采光好 房东诚 ,http://hz.58.com/ershoufang/33462294120527x.shtml,400                                万（单价29239                                元/㎡）,4室2厅2卫,136.8㎡,南北,中层/共33层,豪华装修,70年,2012年,普通住宅,商品房,120                                万（月供11481元/月）
钱江新城 一线江景+豪装大三房+有车位：美丽的家 ,http://hz.58.com/ershoufang/33499565424460x.shtml,300                                万（单价21739                                元/㎡）,3室2厅2卫,138㎡,南,高层/共26层,豪华装修,70年,2016年,普通住宅,商品房,90                                万（月供8611元/月）
新上好房 25万婚房精装修全送 首付50万 拎包 ,http://hz.58.com/ershoufang/33467662964798x.shtml,160                                万（单价29090                                元/㎡）,2室1厅1卫,55㎡,南北,中层/共6层,豪华装修,70年,1996年,普通住宅,商品房,48                                万（月供4593元/月）
"赏西湖美景,看美院风情,之江核心板块,精装酒店式 ",http://hz.58.com/ershoufang/33429978021834x.shtml,126                                万（单价26808                                元/㎡）,1室2厅1卫,47㎡,南,高层/共18层,豪华装修,50年,2015年,普通住宅,公房,37.8                                万（月供3617元/月）
翠苑一区婚房25万精装三楼东边套，沿河位置可做小 ,http://hz.58.com/ershoufang/33431787245135x.shtml,230                                万（单价38333                                元/㎡）,3室1厅1卫,60㎡,南北,中层/共7层,豪华装修,70年,1985年,普通住宅,商品房,69                                万（月供6600元/月）
实际房源！檀府，133平300万。50万豪华装修 ,http://hz.58.com/ershoufang/33498599702473x.shtml,300                                万（单价22556                                元/㎡）,4室2厅2卫,133㎡,南北,中层/共26层,豪华装修,70年,2010年,普通住宅,商品房,90                                万（月供8611元/月）
"临平双地铁口,LOFT精装公寓,不限购,实用面积 ",http://hz.58.com/ershoufang/33498182451123x.shtml,102                                万（单价22666                                元/㎡）,2室2厅2卫,45㎡,南,低层/共18层,豪华装修,50年,2015年,公寓,商品房,30.6                                万（月供2926元/月）
康城国际 送豪装 楼层好 中心位置 急售 ,http://hz.58.com/ershoufang/33497593546697x.shtml,230                                万（单价26136                                元/㎡）,2室1厅1卫,88㎡,南北,中层/共18层,豪华装修,70年,2016年,普通住宅,商品房,69                                万（月供6600元/月）
美都望城3房豪华装房距地铁2号线1公里左右附带一 ,http://hz.58.com/ershoufang/33497500336043x.shtml,235                                万（单价26256                                元/㎡）,3室2厅1卫,89.5㎡,南北,高层/共12层,豪华装修,70年,2013年,普通住宅,商品房,70.5                                万（月供6745元/月）
天都城蓝调公寓、适合做婚房！精装小三房、铁塔观景 ,http://hz.58.com/ershoufang/33497026777923x.shtml,198                                万（单价22247                                元/㎡）,2室2厅1卫,89㎡,南北,高层/共23层,豪华装修,70年,2015年,普通住宅,商品房,59.4                                万（月供5683元/月）
团购 桥西单身公寓 包租十年 现房即买即收益 ,http://hz.58.com/ershoufang/33496179857475x.shtml,130                                万（单价26530                                元/㎡）,1室2厅1卫,49㎡,南北,中层/共32层,豪华装修,70年,2015年,普通住宅,商品房,39                                万（月供3730元/月）
新街 重汽嘉泽苑 豪华装修3房 实图拍摄 送车位 ,http://hz.58.com/ershoufang/33495996674748x.shtml,188                                万（单价16637                                元/㎡）,3室2厅2卫,113㎡,东,中层/共15层,豪华装修,70年,2013年,普通住宅,商品房,56.4                                万（月供5394元/月）
盈都君悦、紧 急推出70方到120方刚需房、首付 ,http://hz.58.com/ershoufang/33495935045702x.shtml,110                                万（单价15068                                元/㎡）,2室2厅1卫,73㎡,南,中层/共18层,豪华装修,70年,2016年,普通住宅,商品房,33                                万（月供3156元/月）
西溪美岸 loft公寓 精装交付 近阿里巴巴地铁 ,http://hz.58.com/ershoufang/33440202529981x.shtml,110                                万（单价24444                                元/㎡）,2室1厅1卫,45㎡,南,中层/共18层,豪华装修,70年,2016年,普通住宅,商品房,33                                万（月供3156元/月）
阳光城檀悦，楼层户型可选，不用摇号！再不出手就告 ,http://hz.58.com/ershoufang/33495692317900x.shtml,468.9                                万（单价36632                                元/㎡）,3室2厅2卫,128㎡,南北,高层/共18层,豪华装修,70年,2017年,普通住宅,商品房,140.67                                万（月供13456元/月）
西溪新城市，紧邻西溪湿地，墅级公寓，送花园，进入 ,http://hz.58.com/ershoufang/33495467352138x.shtml,130                                万（单价31707                                元/㎡）,1室1厅1卫,41㎡,南北,中层/共6层,豪华装修,40年,2017年,普通住宅,商品房,39                                万（月供3730元/月）
杭州拱墅区 复地壹中心 精装修地铁口公寓！不限贷 ,http://hz.58.com/ershoufang/33409468408891x.shtml,118                                万（单价18730                                元/㎡）,2室1厅1卫,63㎡,东西,中层/共23层,豪华装修,50年,2017年,普通住宅,商品房,35.4                                万（月供3387元/月）
丰隆百翘香江 精装三房 纯欧式风格装修 楼层适中 ,http://hz.58.com/ershoufang/33429721853364x.shtml,265                                万（单价29775                                元/㎡）,3室2厅1卫,89㎡,南北,中层/共18层,豪华装修,70年,2016年,普通住宅,商品房,79.5                                万（月供7604元/月）
开元广场 曹家桥地铁口 东边套 豪华装修 因买别 ,http://hz.58.com/ershoufang/33495127903154x.shtml,500                                万（单价27027                                元/㎡）,5室2厅3卫,185㎡,西,低层/共30层,豪华装修,70年,2016年,普通住宅,商品房,150                                万（月供14351元/月）
下沙蒲公英天地总价35万+双地铁口+精装修交付+ ,http://hz.58.com/ershoufang/32809318419628x.shtml,35                                万（单价17500                                元/㎡）,1室1厅1卫,20㎡,南,共3层,豪华装修,50年,2016年,公寓,商住两用,10.5                                万（月供1005元/月）
美岸精装修LOFT公寓，民用电地铁口，三证齐，可 ,http://hz.58.com/ershoufang/33486583982787x.shtml,89                                万（单价19777                                元/㎡）,2室2厅2卫,45㎡,南北,中层/共13层,豪华装修,50年,2016年,公寓,商住两用,26.7                                万（月供2555元/月）
康乐新村，3房，3楼30万全新装修，家电都是新的 ,http://hz.58.com/ershoufang/33489590269868x.shtml,348                                万（单价37419                                元/㎡）,3室2厅1卫,93㎡,南北,中层/共7层,豪华装修,70年,1997年,普通住宅,商品房,104.4                                万（月供9986元/月）
钱江新城世包国际 地鉄口 位置优越 精装高端公寓 ,http://hz.58.com/ershoufang/33389908923694x.shtml,450                                万（单价33834                                元/㎡）,2室2厅1卫,133㎡,东南,中层/共44层,豪华装修,70年,2000年,普通住宅,商品房,135                                万（月供12914元/月）
新出房源，新星小区27幢，装修看图片，房东换房2 ,http://hz.58.com/ershoufang/33390851365691x.shtml,208                                万（单价28689                                元/㎡）,3室2厅1卫,72.5㎡,东南,低层/共6层,豪华装修,70年,1995年,普通住宅,其他,62.4                                万（月供5968元/月）
新房源 东和云第 三房精装 两房朝南客厅朝南带阳 ,http://hz.58.com/ershoufang/33489076561076x.shtml,320                                万（单价35955                                元/㎡）,3室2厅1卫,89㎡,南北,中层/共31层,豪华装修,70年,2014年,普通住宅,商品房,96                                万（月供9185元/月）
新上房源：三房自住精装30多万，满两年，诚心卖， ,http://hz.58.com/ershoufang/33488732012210x.shtml,335                                万（单价37640                                元/㎡）,3室2厅2卫,89㎡,南北,高层/共17层,豪华装修,70年,2010年,普通住宅,商品房,100.5                                万（月供9615元/月）
"新房源，保小全明东边套,一梯两户,精装修 房东诚 ",http://hz.58.com/ershoufang/33488013999932x.shtml,375                                万（单价53191                                元/㎡）,3室1厅1卫,70.5㎡,南,高层/共6层,豪华装修,70年,1990年,普通住宅,商品房,112.5                                万（月供10763元/月）
精装全配 拎包入住 省去您的装修烦恼 没有营业税 ,http://hz.58.com/ershoufang/33484266412738x.shtml,380                                万（单价40860                                元/㎡）,3室2厅1卫,93㎡,南北,低层/共20层,豪华装修,70年,2013年,普通住宅,商品房,114                                万（月供10907元/月）
急降15万 房东新房已看好 低于市场价2000  ,http://hz.58.com/ershoufang/33478797219886x.shtml,180                                万（单价28571                                元/㎡）,2室1厅1卫,63㎡,东南,中层/共7层,豪华装修,70年,2015年,普通住宅,商品房,54                                万（月供5167元/月）
万和玺园，商品房，三房双卫，房东60万自住婚装， ,http://hz.58.com/ershoufang/33422731369396x.shtml,588                                万（单价47921                                元/㎡）,3室2厅2卫,122.7㎡,南北,中层/共21层,豪华装修,70年,2010年,普通住宅,商品房,176.4                                万（月供16874元/月）
大关东苑 南北通透 环境优美 繁华地段 精装修  ,http://hz.58.com/ershoufang/33477003243564x.shtml,210                                万（单价40384                                元/㎡）,2室2厅1卫,52㎡,南北,低层/共6层,豪华装修,70年,1995年,普通住宅,商品房,63                                万（月供6026元/月）
两房朝南东西边套 婚房自住装修 家电全送 卖掉置 ,http://hz.58.com/ershoufang/33476023912897x.shtml,165                                万（单价28448                                元/㎡）,2室1厅1卫,58㎡,南,中层/共6层,豪华装修,70年,1989年,普通住宅,商品房,49.5                                万（月供4734元/月）
精！东园小区，新登记房源，南北通透，房东自住装修 ,http://hz.58.com/ershoufang/33475870534322x.shtml,198                                万（单价29117                                元/㎡）,2室1厅1卫,68㎡,南,高层/共7层,豪华装修,70年,2003年,普通住宅,商品房,59.4                                万（月供5683元/月）
飞鸟客荣耀加推！4.79米层高，精致的产品，是你 ,http://hz.58.com/ershoufang/33399047847863x.shtml,155                                万（单价30392                                元/㎡）,2室1厅2卫,51㎡,南,中层/共13层,豪华装修,70年,2016年,公寓,商品房,46.5                                万（月供4449元/月）
复地上城，，地铁口200米，家具家电全送，满2年 ,http://hz.58.com/ershoufang/33474359304757x.shtml,260                                万（单价29213                                元/㎡）,3室2厅1卫,89㎡,南,中层/共18层,豪华装修,70年,2015年,普通住宅,商品房,78                                万（月供7463元/月）
"万科品质,新盘首开,精装修,只要150万,送车位 ",http://hz.58.com/ershoufang/33473418061890x.shtml,150                                万（单价15625                                元/㎡）,3室2厅2卫,96㎡,南北,低层/共18层,豪华装修,70年,2015年,普通住宅,商品房,45                                万（月供4304元/月）
"绍兴高铁站旁,万达精装V公馆 ,民用水电可按揭, ",http://hz.58.com/ershoufang/33473334505659x.shtml,37                                万（单价7872                                元/㎡）,1室1厅1卫,47㎡,东南,地下/共30层,豪华装修,70年,2015年,普通住宅,商品房,11.1                                万（月供1060元/月）
博奥城 精装婚房80万自主 居住很少 九成新 ,http://hz.58.com/ershoufang/33467585291707x.shtml,410                                万（单价44565                                元/㎡）,4室2厅1卫,92㎡,南北,低层/共25层,豪华装修,70年,2013年,普通住宅,商品房,123                                万（月供11766元/月）
全明西边套，自住婚房装修，首付90万，客厅带阳台 ,http://hz.58.com/ershoufang/33467342114868x.shtml,290                                万（单价31182                                元/㎡）,3室2厅1卫,93㎡,南,高层/共18层,豪华装修,70年,2002年,普通住宅,商品房,87                                万（月供8322元/月）
置换新房 低于市价10万急售 税省8万 12年1 ,http://hz.58.com/ershoufang/33464820515133x.shtml,130                                万（单价29082                                元/㎡）,2室1厅1卫,44.7㎡,南,中层/共7层,豪华装修,70年,1997年,普通住宅,商品房,39                                万（月供3730元/月）
艮园 双2号5号 ，婚房装修拎包入住，两房朝南双 ,http://hz.58.com/ershoufang/33463144635976x.shtml,210                                万（单价34426                                元/㎡）,2室1厅1卫,61㎡,南,高层/共7层,豪华装修,70年,1997年,普通住宅,商品房,63                                万（月供6026元/月）
未来街区 中间楼层 豪装两房 户型方正 格局好  ,http://hz.58.com/ershoufang/33451673092046x.shtml,170                                万（单价23611                                元/㎡）,2室2厅1卫,72㎡,东,高层/共18层,豪华装修,70年,2010年,普通住宅,商品房,51                                万（月供4878元/月）
