['粤Y585R0奇瑞牌小型汽车', '//sf.taobao.com/sf_item/564696196957.htm', 'failure']
['桂C88885保时捷帕拉梅拉', '//sf.taobao.com/sf_item/564927545137.htm', 'failure']
['甘M25416金龙牌大型普通客车', '//sf.taobao.com/sf_item/564938513759.htm', 'failure']
['关于东莞市铧矽电子科技有限公司粤SXG972车辆（作零配件处理）', '//sf.taobao.com/sf_item/564986258245.htm', 'failure']
['蒙AQH829大众汽车牌小轿车', '//sf.taobao.com/sf_item/565002578692.htm', 'failure']
['车牌为浙H36761别克小型普通客车一辆', '//sf.taobao.com/sf_item/565077284745.htm', 'failure']
['中联牌混凝搅拌车1台，鲁RA6757', '//sf.taobao.com/sf_item/565104868584.htm', 'failure']
['陕AV272R号小型越野车', '//sf.taobao.com/sf_item/565105436724.htm', 'failure']
['中联牌混凝搅拌车1台，鲁RH8082', '//sf.taobao.com/sf_item/565106440008.htm', 'failure']
['豫C96979汽车起重机', '//sf.taobao.com/sf_item/565140132562.htm', 'failure']
['中联牌泵车1台，车架号为：WDAKHCAA39L456390', '//sf.taobao.com/sf_item/565213689856.htm', 'failure']
['中联牌混凝搅拌车1台，鲁RG8082', '//sf.taobao.com/sf_item/565216981872.htm', 'failure']
['车牌号为鲁BU2Y68思威牌本田小型越野客车一辆', '//sf.taobao.com/sf_item/565220357027.htm', 'failure']
['苏GAD668昊锐牌小型轿车', '//sf.taobao.com/sf_item/565249181654.htm', 'failure']
['鄂CFS333号凯迪拉克越野车', '//sf.taobao.com/sf_item/565254563791.htm', 'failure']
['车牌为浙H31680别克小型普通客车一辆', '//sf.taobao.com/sf_item/565262066968.htm', 'failure']
['雪佛兰牌SGM7187MTA小轿车', '//sf.taobao.com/sf_item/565263913476.htm', 'failure']
['牌号为浙E1131P本田思铂睿牌汽车', '//sf.taobao.com/sf_item/565294502616.htm', 'failure']
['车牌号为鲁BRS539宝马轿车一辆', '//sf.taobao.com/sf_item/565296490372.htm', 'failure']
['粤JV7030江铃牌JX6480T4小型普通客车', '//sf.taobao.com/sf_item/565322582034.htm', 'failure']
['中联牌混凝搅拌车1台，鲁RE8082', '//sf.taobao.com/sf_item/565375591515.htm', 'failure']
['豫P-L9951号江淮牌汽车', '//sf.taobao.com/sf_item/565378596064.htm', 'failure']
['沪D12053江淮牌HFC5162CCYK1R1T重型仓栅式货车一辆', '//sf.taobao.com/sf_item/565682922601.htm', 'failure']
['苏GUJ063号别克牌轿车一辆', '//sf.taobao.com/sf_item/563619786977.htm', 'failure']
['宁AA7208号车辆', '//sf.taobao.com/sf_item/565075836305.htm', 'failure']
['苏JG3079号别克轿车及空调、冰柜、灶具、桌、椅、货架、电脑等物品', '//sf.taobao.com/sf_item/565082279303.htm', 'failure']
['别克君越牌轿车苏AZ2C89', '//sf.taobao.com/sf_item/565162363522.htm', 'failure']
['桂A40088奔驰WDDNG5GB小型汽车壹辆', '//sf.taobao.com/sf_item/565251697635.htm', 'failure']
['苏DDE888宝马740Li小型轿车', '//sf.taobao.com/sf_item/565261309548.htm', 'failure']
['车牌号新N1E157，黑色帕萨特牌小型汽车，车辆类型：K33', '//sf.taobao.com/sf_item/565267717509.htm', 'failure']
['东风日产牌小型汽车（牌号：桂AHS983）', '//sf.taobao.com/sf_item/565268307570.htm', 'failure']
['长安福特汽车有限公司生产的翼博SUV', '//sf.taobao.com/sf_item/565406503073.htm', 'failure']
['粤BZ258D号奔驰牌小型客车', '//sf.taobao.com/sf_item/565688547114.htm', 'failure']
['车牌号为浙DBT889汽车一辆', '//sf.taobao.com/sf_item/563706088194.htm', 'failure']
['普通二轮摩托车', '//sf.taobao.com/sf_item/563835985966.htm', 'failure']
['车牌为鲁RSX130比亚迪牌车辆一部', '//sf.taobao.com/sf_item/563855317359.htm', 'failure']
['车牌号为鲁N15302重型仓栏式半挂货车和鲁NDB58挂重型仓栏式半挂车', '//sf.taobao.com/sf_item/563981455425.htm', 'failure']
['云AH699V猎豹牌小型汽车', '//sf.taobao.com/sf_item/564163385312.htm', 'failure']
['云AC1H51五菱面包车', '//sf.taobao.com/sf_item/564231234369.htm', 'failure']
['拍卖公告', '//sf.taobao.com/sf_item/565059744560.htm', 'failure']
['贵CJB677号梅赛德斯&mdash;奔驰牌轿车', '//sf.taobao.com/sf_item/565098756084.htm', 'failure']
['黑H85158黑H2051', '//sf.taobao.com/sf_item/565209241538.htm', 'failure']
['渝AS6677东风华神牌DFD3060G7中型自卸货车一辆', '//sf.taobao.com/sf_item/565223333204.htm', 'failure']
['鲁LBJ965号牌夏利轿车一辆', '//sf.taobao.com/sf_item/565330972283.htm', 'failure']
['湘L78110中型自卸货车', '//sf.taobao.com/sf_item/565363251633.htm', 'failure']
['苏C806QJ号传祺牌轿车一辆', '//sf.taobao.com/sf_item/565468732806.htm', 'failure']
['蒙DG7811号东风标致307轿车', '//sf.taobao.com/sf_item/565583985878.htm', 'failure']
['蒙B10048大众牌小型轿车', '//sf.taobao.com/sf_item/565624326138.htm', 'failure']
['雪佛兰轿车一辆', '//sf.taobao.com/sf_item/563878858001.htm', 'failure']
['闽FCK993号汽车', '//sf.taobao.com/sf_item/563879882899.htm', 'failure']
['渝BR6121东风牌重型仓栅式货车一辆', '//sf.taobao.com/sf_item/565061676196.htm', 'failure']
['奥德赛牌小型普通客车（车牌号：闽A8508A）', '//sf.taobao.com/sf_item/565095603498.htm', 'failure']
['（破）苏JC6500号起亚牌YQ27180CNG轿车一辆', '//sf.taobao.com/sf_item/565152253016.htm', 'failure']
['车牌号为渝GG3213号的东风日产牌小型客车', '//sf.taobao.com/sf_item/565178549723.htm', 'failure']
['湘L36047重型自卸货车', '//sf.taobao.com/sf_item/565186757500.htm', 'failure']
['川EM8967号车辆', '//sf.taobao.com/sf_item/565208146250.htm', 'failure']
['（破）苏JC0555号宝马WBAKB210轿车一辆', '//sf.taobao.com/sf_item/565226162643.htm', 'failure']
['一辆东风牌轻型普通货车', '//sf.taobao.com/sf_item/565296374477.htm', 'failure']
['道县红太阳出租汽车有限公司的车牌为湘MX3103号捷达牌汽车一辆', '//sf.taobao.com/sf_item/565330831114.htm', 'failure']
['名爵牌小型汽车', '//sf.taobao.com/sf_item/565350091333.htm', 'failure']
['车牌号为桂L44888阿斯顿马丁小型汽车', '//sf.taobao.com/sf_item/565662066247.htm', 'failure']
['奥迪Q7小型越野客车一辆', '//sf.taobao.com/sf_item/565191569547.htm', 'failure']
['雪佛兰轿车', '//sf.taobao.com/sf_item/564971655706.htm', 'failure']
['粤TPF400号小型汽车的残值', '//sf.taobao.com/sf_item/563010216745.htm', 'failure']
['车牌号为鲁P530ML大众牌小型轿车', '//sf.taobao.com/sf_item/563181656659.htm', 'failure']
['湘U02079东风牌重型仓栅式货车', '//sf.taobao.com/sf_item/563405581140.htm', 'failure']
['苏E7B7N2奇瑞小型汽车一辆', '//sf.taobao.com/sf_item/563577553529.htm', 'failure']
['车牌号为桂LL6228凯迪拉克牌小型汽车', '//sf.taobao.com/sf_item/563678497664.htm', 'failure']
['东风牌小型普通客车', '//sf.taobao.com/sf_item/563680783045.htm', 'failure']
['别克牌SGM7240CWAT小型轿车', '//sf.taobao.com/sf_item/563705656729.htm', 'failure']
['牌号为豫G88073宇通车一辆', '//sf.taobao.com/sf_item/564816520317.htm', 'failure']
['奥迪牌A4L车辆一台', '//sf.taobao.com/sf_item/564822280886.htm', 'failure']
['（破）浙JDA232别克牌轿车一辆', '//sf.taobao.com/sf_item/564823168445.htm', 'failure']
['宝马牌川AZM760小型轿车一辆', '//sf.taobao.com/sf_item/564876333203.htm', 'failure']
['川X86288神行者小型越野客车一辆', '//sf.taobao.com/sf_item/564964844308.htm', 'failure']
['浙F0698H荣威牌小型轿车一辆', '//sf.taobao.com/sf_item/565020340863.htm', 'failure']
['宝马轿车云A004GD', '//sf.taobao.com/sf_item/565020544794.htm', 'failure']
['车牌号为苏AE70S0东风牌汽车', '//sf.taobao.com/sf_item/565022596050.htm', 'failure']
['粤SK404B', '//sf.taobao.com/sf_item/565080244524.htm', 'failure']
['北京现代牌BH7160BMY小车', '//sf.taobao.com/sf_item/565111481958.htm', 'failure']
['霸锐牌KNAJH521（陕KM0160）小型越野客车一辆', '//sf.taobao.com/sf_item/565129757672.htm', 'failure']
['浙J6P889小型汽车一辆', '//sf.taobao.com/sf_item/565130521834.htm', 'failure']
['冀H5M333', '//sf.taobao.com/sf_item/565130969345.htm', 'failure']
['四辆SDLG牌轮式装载机', '//sf.taobao.com/sf_item/565134697296.htm', 'failure']
['欧曼牌BJ4251SNFJB 重型半挂牵引车及恩信事业牌重型平板半挂车', '//sf.taobao.com/sf_item/565149908513.htm', 'failure']
['吉ES1867号车', '//sf.taobao.com/sf_item/565180578723.htm', 'failure']
['（破）浙C1722K雪佛兰牌小型汽车一辆', '//sf.taobao.com/sf_item/565186822143.htm', 'failure']
['冀H5M531', '//sf.taobao.com/sf_item/565205054734.htm', 'failure']
['陆川县运发驾驶员培训技术学校名下的桂KD161学小型轿车（教练车）', '//sf.taobao.com/sf_item/565251175356.htm', 'failure']
['长安牌SC7132B（陕K5297G）小型汽车一辆', '//sf.taobao.com/sf_item/565286923440.htm', 'failure']
['冀H5M375', '//sf.taobao.com/sf_item/565287875312.htm', 'failure']
['鲁ALH730奇瑞牌轿车一辆', '//sf.taobao.com/sf_item/565331572235.htm', 'failure']
['郭公会所有豫M81983号尼桑牌轿车', '//sf.taobao.com/sf_item/565412388350.htm', 'failure']
['长城牌小型普通客车一辆', '//sf.taobao.com/sf_item/565449722351.htm', 'failure']
['车牌号为渝FBX815号的荣威牌CSA7180AADL小型轿车一辆', '//sf.taobao.com/sf_item/565478325202.htm', 'failure']
['闽FD3993五菱牌灰色单排货车', '//sf.taobao.com/sf_item/565497605508.htm', 'failure']
['闽FD2221别克牌小型轿车', '//sf.taobao.com/sf_item/565498433206.htm', 'failure']
['红岩牌重型自卸货车一辆', '//sf.taobao.com/sf_item/565550846524.htm', 'failure']
['车牌号为云A017ST奇瑞SQR713OS167汽车一辆', '//sf.taobao.com/sf_item/565554434026.htm', 'failure']
['甘AH0135号凯迪拉克牌小型越野客车', '//sf.taobao.com/sf_item/565581495417.htm', 'failure']
['车牌号桂KRZ006号奥迪牌2010款Q5-2.0TFSI小轿车', '//sf.taobao.com/sf_item/565660919266.htm', 'failure']
['车牌号为鲁C12555的斯达-斯太尔牌重型汽车一辆', '//sf.taobao.com/sf_item/563317808005.htm', 'failure']
['重型厢式货车', '//sf.taobao.com/sf_item/564826656438.htm', 'failure']
['浦沅牌吊车', '//sf.taobao.com/sf_item/565007718260.htm', 'failure']
['对车牌号为：蒙LJP993号的长安牌SC6483A4小型面包车进行拍卖', '//sf.taobao.com/sf_item/565089431147.htm', 'failure']
['宁A9N906 起亚牌小轿车', '//sf.taobao.com/sf_item/565107245219.htm', 'failure']
['贵JGL813北京现代牌轿车', '//sf.taobao.com/sf_item/565184162333.htm', 'failure']
['吉H56488奇瑞E3牌小型轿车', '//sf.taobao.com/sf_item/565253119958.htm', 'failure']
['宁A5Q509号揽胜极光牌SALVA2BG小型越野客车', '//sf.taobao.com/sf_item/565269679226.htm', 'failure']
['桂RRW468号奥迪牌2995CC越野车（小型汽车）一辆', '//sf.taobao.com/sf_item/565295542704.htm', 'failure']
['时风牌7YP-1775D三轮汽车', '//sf.taobao.com/sf_item/565411095281.htm', 'failure']
['云AF3G20奥迪牌小型汽车', '//sf.taobao.com/sf_item/565426925439.htm', 'failure']
['江淮牌HFC5061XXYKR1T两辆大货车', '//sf.taobao.com/sf_item/565469030368.htm', 'failure']
['车牌号为浙AQ272D的江铃牌轻型厢式货车壹辆(系货车）', '//sf.taobao.com/sf_item/565470034496.htm', 'failure']
['豫FAY001号东风日产牌小型汽车一辆', '//sf.taobao.com/sf_item/565521122656.htm', 'failure']
['蒙D6B953号众泰牌汽车', '//sf.taobao.com/sf_item/565585751900.htm', 'failure']
['鄂Fk3668北京现代牌BH6440LAY型小汽车一辆', '//sf.taobao.com/sf_item/563730990644.htm', 'failure']
['灰色别克牌小型汽车', '//sf.taobao.com/sf_item/564907717024.htm', 'failure']
['奥迪A6L小型普通客车一辆', '//sf.taobao.com/sf_item/565060691919.htm', 'failure']
['牌号为豫AU663Y的福特牌小型轿车', '//sf.taobao.com/sf_item/565466662227.htm', 'failure']
['牌号为豫AGH083的别克凯越牌轿车', '//sf.taobao.com/sf_item/565537399471.htm', 'failure']
['金龙牌KLQ6896E3赣J23227大巴客车', '//sf.taobao.com/sf_item/565447518210.htm', 'failure']
['鲁L73039东风牌景逸X5机动车', '//sf.taobao.com/sf_item/563620737819.htm', 'failure']
['津C97686奥迪A4小型轿车一辆', '//sf.taobao.com/sf_item/563658202903.htm', 'failure']
['停放于申请人南阳汇鑫小额担保有限公司的别克牌旅行车豫R6F217', '//sf.taobao.com/sf_item/564791332006.htm', 'failure']
['（破）车牌号为浙DQ8332汽车一辆', '//sf.taobao.com/sf_item/564880480992.htm', 'failure']
['牌号为浙C299BT的宝马牌汽车', '//sf.taobao.com/sf_item/564886764687.htm', 'failure']
['云DSB250号奥迪WAU8FD8T小型轿车', '//sf.taobao.com/sf_item/564889237076.htm', 'failure']
['贵州术汇生态农业开发有限公司所有的贵F09116号万达牌中型普通客车一辆', '//sf.taobao.com/sf_item/564905980818.htm', 'failure']
['陕AHC888号揽胜运动牌汽车', '//sf.taobao.com/sf_item/564915613024.htm', 'failure']
['浙GLH758别克汽车', '//sf.taobao.com/sf_item/564953350087.htm', 'failure']
['浙GLZ899汽车', '//sf.taobao.com/sf_item/564978594813.htm', 'failure']
['粤Y19880号江淮牌重型厢式货车', '//sf.taobao.com/sf_item/564987066094.htm', 'failure']
['被执行人龚锡明所有的车牌号为湘MQ2168国产凯迪拉克牌小轿车一辆', '//sf.taobao.com/sf_item/565001550971.htm', 'failure']
['（破）车牌号为浙DN0699汽车一辆', '//sf.taobao.com/sf_item/565067470526.htm', 'failure']
['车牌号为陕KLC2*6尚酷牌汽车一辆', '//sf.taobao.com/sf_item/565082410477.htm', 'failure']
['川A3VQ60纳智捷牌', '//sf.taobao.com/sf_item/565091390447.htm', 'failure']
['四辆集联合牌重型卡车', '//sf.taobao.com/sf_item/565108150604.htm', 'failure']
['蒙ACT948华泰圣达菲汽车一辆', '//sf.taobao.com/sf_item/565136000531.htm', 'failure']
['王植卫所有的浙CR99L2讴歌MDX牌2HHYD286小型越野客车一辆', '//sf.taobao.com/sf_item/565175251018.htm', 'failure']
['车牌号为晋MST878雪佛兰轿车一辆', '//sf.taobao.com/sf_item/565247213460.htm', 'failure']
['车牌号为鲁Q5Q093江淮牌轿车一辆', '//sf.taobao.com/sf_item/565335758843.htm', 'failure']
['苏KHA599荣威轿车一辆', '//sf.taobao.com/sf_item/565336490849.htm', 'failure']
['雪佛兰牌科迈罗轿车', '//sf.taobao.com/sf_item/565031685377.htm', 'failure']
['傲虎牌越野汽车', '//sf.taobao.com/sf_item/565018229758.htm', 'failure']
['赣C95913奔驰小汽车', '//sf.taobao.com/sf_item/565082402403.htm', 'failure']
['鄂CM6188宝马X5牌汽车', '//sf.taobao.com/sf_item/565083466286.htm', 'failure']
['解放牌轻型厢式货车', '//sf.taobao.com/sf_item/565171631885.htm', 'failure']
['黑MJ1955陕汽牌重型自卸货车一辆', '//sf.taobao.com/sf_item/564881765182.htm', 'failure']
['蒙C30966雅尊汽车', '//sf.taobao.com/sf_item/563314870115.htm', 'failure']
['车牌号为鲁MPF200小型普通客车一辆', '//sf.taobao.com/sf_item/563433656768.htm', 'failure']
['铃木牌小型轿车一辆', '//sf.taobao.com/sf_item/563442372188.htm', 'failure']
['比亚迪小型汽车', '//sf.taobao.com/sf_item/563446748111.htm', 'failure']
['车架号WBAFG2106EL972527宝马牌小型普通客车', '//sf.taobao.com/sf_item/563572685826.htm', 'failure']
['（破）别克牌小型普通客车一辆', '//sf.taobao.com/sf_item/564622180133.htm', 'failure']
['（破）苏FAK429桑塔纳牌小型轿车一辆', '//sf.taobao.com/sf_item/564885148293.htm', 'failure']
['车牌号为晋A260J3的克莱斯勒300C轿车', '//sf.taobao.com/sf_item/564912801112.htm', 'failure']
['（破）苏F0653S重型专项作业车一辆', '//sf.taobao.com/sf_item/564994909022.htm', 'failure']
['辽D4441A三一牌泵车', '//sf.taobao.com/sf_item/565145792462.htm', 'failure']
['众泰T600,2.0T', '//sf.taobao.com/sf_item/565148083623.htm', 'failure']
['苏GXM526轻型厢式货车一辆', '//sf.taobao.com/sf_item/565150955268.htm', 'failure']
['（破）苏FK3973桑塔纳牌轿车一辆', '//sf.taobao.com/sf_item/565153463571.htm', 'failure']
['吉A608B3号夏利牌轿车', '//sf.taobao.com/sf_item/565215549214.htm', 'failure']
['闽A6V286轻型厢式货车', '//sf.taobao.com/sf_item/565245342456.htm', 'failure']
['陕KZ2672路虎牌揽胜运动版小型越野客车', '//sf.taobao.com/sf_item/565325190359.htm', 'failure']
['苏EK1196江淮牌中型普通货车壹辆', '//sf.taobao.com/sf_item/565325230012.htm', 'failure']
['川E56081蜀都电动客车', '//sf.taobao.com/sf_item/565407075889.htm', 'failure']
['辽D1144A三一牌泵车', '//sf.taobao.com/sf_item/565415735960.htm', 'failure']
['鲁Q7003A重型半挂牵引车', '//sf.taobao.com/sf_item/565023031369.htm', 'failure']
['昊锐牌黑色小型汽车（车牌号：桂DZH811，车辆型号：SVW7189BJD）', '//sf.taobao.com/sf_item/565111548045.htm', 'failure']
['陕BJ2678号丰田汉兰达牌', '//sf.taobao.com/sf_item/565146231143.htm', 'failure']
['被执行人李忠和所有的起亚牌小型普通客车', '//sf.taobao.com/sf_item/565299126906.htm', 'failure']
['浙CKD873起亚牌机动车', '//sf.taobao.com/sf_item/563064053179.htm', 'failure']
['车牌号为湘M71293的红色南骏牌中型自卸货车', '//sf.taobao.com/sf_item/563347446220.htm', 'failure']
['粤A 7PR16号的小型客车', '//sf.taobao.com/sf_item/564243301956.htm', 'failure']
['粤T 67D81号的小型汽车', '//sf.taobao.com/sf_item/564245493290.htm', 'failure']
['鄂AD08C9凯迪拉克小汽车', '//sf.taobao.com/sf_item/564754748722.htm', 'failure']
['云A1765F', '//sf.taobao.com/sf_item/564783289183.htm', 'failure']
['陕E2121M起亚K2小轿车', '//sf.taobao.com/sf_item/564808261632.htm', 'failure']
['捷达、吉利、起亚、比亚迪、吉利美日、长安、力帆、朗风牌共计十辆轿车', '//sf.taobao.com/sf_item/564905149873.htm', 'failure']
['东风日产楼兰越野车', '//sf.taobao.com/sf_item/564918995801.htm', 'failure']
['冀F9199S东风牌小面包车一辆', '//sf.taobao.com/sf_item/564919428784.htm', 'failure']
['粤B0B8N3威志牌小汽车一辆', '//sf.taobao.com/sf_item/564948795151.htm', 'failure']
['粤BQ266Q比亚迪牌小型轿车一辆', '//sf.taobao.com/sf_item/564949211490.htm', 'failure']
['东风日产骐达轿车', '//sf.taobao.com/sf_item/564949350356.htm', 'failure']
['别克GL8 2013款2.4L', '//sf.taobao.com/sf_item/565006237183.htm', 'failure']
['牌照号为冀D959AC黑色宝马528Li汽车一辆', '//sf.taobao.com/sf_item/565044975633.htm', 'failure']
['东风牌DFL5311CCQAX3重型仓栅式货车', '//sf.taobao.com/sf_item/565071404918.htm', 'failure']
['川A66007帕拉美拉小轿车', '//sf.taobao.com/sf_item/565071744766.htm', 'failure']
['东风牌DFL5311CCQAX3重型仓栅式货车', '//sf.taobao.com/sf_item/565073264040.htm', 'failure']
['东风牌DFL5311CCQAX3重型仓栅式货车', '//sf.taobao.com/sf_item/565184193586.htm', 'failure']
['晋L73A66号东风本田牌轿车一辆', '//sf.taobao.com/sf_item/565184542495.htm', 'failure']
['东风牌DFL5311CCQAX3重型仓栅式货车', '//sf.taobao.com/sf_item/565184665826.htm', 'failure']
['东风牌DFL5311CCQAX3重型仓栅式货车', '//sf.taobao.com/sf_item/565259234125.htm', 'failure']
['东风牌DFL5311CCQAX3重型仓栅式货', '//sf.taobao.com/sf_item/565259358986.htm', 'failure']
['杨平所有的挂靠在海林市南北货物运输队名下的黑C55707重型仓栅式货车', '//sf.taobao.com/sf_item/565262846717.htm', 'failure']
['苏JF4448徐工牌重型特殊结构货车', '//sf.taobao.com/sf_item/565286303867.htm', 'failure']
['东风牌DFL5311CCQAX3重型仓栅式货车', '//sf.taobao.com/sf_item/565342779815.htm', 'failure']
['东风日产牌轿车豫QKJ551号一辆', '//sf.taobao.com/sf_item/565347835313.htm', 'failure']
['豫GA8106', '//sf.taobao.com/sf_item/565348651556.htm', 'failure']
['粤BF2819号解放牌牵引车', '//sf.taobao.com/sf_item/564615244593.htm', 'failure']
['车牌号为辽B55G11梅赛德斯-奔驰牌车辆', '//sf.taobao.com/sf_item/564780193712.htm', 'failure']
['号牌为赣CJ0287的福田欧曼牌重型厢式货车', '//sf.taobao.com/sf_item/564815188071.htm', 'failure']
['云L059CF轻型普通货车', '//sf.taobao.com/sf_item/564988662382.htm', 'failure']
['苏D560W6大众牌小型汽车', '//sf.taobao.com/sf_item/565020780119.htm', 'failure']
['豫PS1622重型自卸货车', '//sf.taobao.com/sf_item/565204094464.htm', 'failure']
['豫P8C533号福田牌重型自卸货车', '//sf.taobao.com/sf_item/565209078219.htm', 'failure']
['吉林省德惠市人民法院关于拍卖小型汽车', '//sf.taobao.com/sf_item/565304499071.htm', 'failure']
['一辆雪佛兰轿车', '//sf.taobao.com/sf_item/565328367318.htm', 'failure']
['赣K34333奥迪牌A6L小型轿车', '//sf.taobao.com/sf_item/563511799604.htm', 'failure']
['桂BK5032乘龙牌重型仓式货车', '//sf.taobao.com/sf_item/564704504801.htm', 'failure']
['别克牌汽车', '//sf.taobao.com/sf_item/564809941143.htm', 'failure']
['车牌照为冀D6925C号雪佛兰牌SGM7120MT轿车', '//sf.taobao.com/sf_item/564816233468.htm', 'failure']
['刘东英、刘玉平所有的蒙LEV666号奔驰车一辆', '//sf.taobao.com/sf_item/564875997598.htm', 'failure']
['浙CG8519别克牌汽车', '//sf.taobao.com/sf_item/565016561633.htm', 'failure']
['浙GY0062', '//sf.taobao.com/sf_item/565091754023.htm', 'failure']
['解放牌重型半挂牵引车及农牧牌重型普通半挂车', '//sf.taobao.com/sf_item/565170110687.htm', 'failure']
['猎豹牌小型普通客车一辆', '//sf.taobao.com/sf_item/565181782479.htm', 'failure']
['豫C62717大客车一辆', '//sf.taobao.com/sf_item/565264311214.htm', 'failure']
['粤AU781R宝马牌汽车一辆', '//sf.taobao.com/sf_item/564268392319.htm', 'failure']
['邓艳玲名下的赣CC4098号重型厢式货车', '//sf.taobao.com/sf_item/564612832487.htm', 'failure']
['车牌号鲁R?UB381东风日产车辆一部', '//sf.taobao.com/sf_item/564614552935.htm', 'failure']
['北京现代牌小型轿车', '//sf.taobao.com/sf_item/564682516650.htm', 'failure']
['（破）闽CM871Y劳斯莱斯轿车', '//sf.taobao.com/sf_item/564722732274.htm', 'failure']
['（破）闽C26893金龙牌客车一辆', '//sf.taobao.com/sf_item/564726276237.htm', 'failure']
['（破）闽CN778J奔驰越野客车一辆', '//sf.taobao.com/sf_item/564726968015.htm', 'failure']
['（破）闽C00U65福田牌轻型普通货车一辆', '//sf.taobao.com/sf_item/564728700064.htm', 'failure']
['（破）闽CDJ386途安牌小型普通客车一辆', '//sf.taobao.com/sf_item/564728944892.htm', 'failure']
['（破）闽C4009L宝来牌轿车一辆', '//sf.taobao.com/sf_item/564729108208.htm', 'failure']
['（破）闽CDC866奥铃牌轻型厢式货车一辆', '//sf.taobao.com/sf_item/564729272563.htm', 'failure']
['蒙迪欧豫NSL992', '//sf.taobao.com/sf_item/564817201408.htm', 'failure']
['苏JF9108奥迪牌小型轿车', '//sf.taobao.com/sf_item/564823148953.htm', 'failure']
['（破）闽CZ9999梅赛德斯-奔驰牌轿车一辆', '//sf.taobao.com/sf_item/564836405148.htm', 'failure']
['（破）闽CN155E宝马牌越野车一辆', '//sf.taobao.com/sf_item/564839289205.htm', 'failure']
['（破）闽CDD083北京现代牌小型普通客车一辆', '//sf.taobao.com/sf_item/564841897457.htm', 'failure']
['（破）闽C9660M宝马牌汽车一辆', '//sf.taobao.com/sf_item/564841905552.htm', 'failure']
['（破）闽CDD236别克牌小型普通客车一辆', '//sf.taobao.com/sf_item/564842481666.htm', 'failure']
['（破）闽CDT003尼桑牌轻型普通货车一辆', '//sf.taobao.com/sf_item/564842497997.htm', 'failure']
['（破）闽CZC019尼桑牌轻型普通货车一辆', '//sf.taobao.com/sf_item/564842761787.htm', 'failure']
['（破）闽C29771东风牌重型厢式货车一辆', '//sf.taobao.com/sf_item/564843269027.htm', 'failure']
['吉AB8733号解放牌汽车一辆', '//sf.taobao.com/sf_item/564850263187.htm', 'failure']
['车牌号为苏AE061W道奇牌2C3CDXEJ汽车一辆', '//sf.taobao.com/sf_item/564903408475.htm', 'failure']
['（破）闽CN156G奥迪小型轿车一辆', '//sf.taobao.com/sf_item/564911018563.htm', 'failure']
['（破）闽C4009K奥迪Q5一辆', '//sf.taobao.com/sf_item/564913014999.htm', 'failure']
['（破）闽C77Y69尼桑牌轻型普通货车一辆', '//sf.taobao.com/sf_item/564913214170.htm', 'failure']
['（破）闽CDD816骐达牌小型轿车一辆', '//sf.taobao.com/sf_item/564914238296.htm', 'failure']
['吉07-59310华山牌BAJ600T变形拖拉机一辆', '//sf.taobao.com/sf_item/564932269330.htm', 'failure']
['粤T740K3富迪牌小型普通客车', '//sf.taobao.com/sf_item/564935425354.htm', 'failure']
['解放牌重型半挂牵引车；中集牌重型罐式半挂车', '//sf.taobao.com/sf_item/564949878669.htm', 'failure']
['（破）闽C3788N梅赛德斯-奔驰轿车一辆', '//sf.taobao.com/sf_item/564996163197.htm', 'failure']
['（破）闽C27337华菱之星牌重型普通货车一辆', '//sf.taobao.com/sf_item/564997483412.htm', 'failure']
['（破）浙L07662跃进牌NJ5050XXY-HDCL中型厢式车', '//sf.taobao.com/sf_item/565016699328.htm', 'failure']
['豫LQT288号东风牌小型面包车', '//sf.taobao.com/sf_item/565018659147.htm', 'failure']
['蒙BBM910宝马轿车', '//sf.taobao.com/sf_item/565043537709.htm', 'failure']
['停放于东莞市企石镇企石停车场内的粤SLL449东南菱帅小型轿车一辆', '//sf.taobao.com/sf_item/565094223761.htm', 'failure']
['贵CGN853号黑色长城牌轿车', '//sf.taobao.com/sf_item/565096351747.htm', 'failure']
['&ldquo;起亚牌&rdquo;智跑小型普通客车', '//sf.taobao.com/sf_item/564733057560.htm', 'failure']
['贵B69197丰田威驰小型轿车一辆、贵B14531江淮牌中型箱式货车一辆', '//sf.taobao.com/sf_item/563030013077.htm', 'failure']
['（破）苏AJ8550欧铃牌ZB5072XXYLDD6F大型汽车', '//sf.taobao.com/sf_item/563251137700.htm', 'failure']
['（破）苏A71506中集牌ZJV5310GHYCA重型罐式货车', '//sf.taobao.com/sf_item/563395415618.htm', 'failure']
['（破）津FAU076德国进口奥迪A8L小型轿车一辆', '//sf.taobao.com/sf_item/563458867870.htm', 'failure']
['豫NLT038号奥迪A4小型轿车', '//sf.taobao.com/sf_item/564669012616.htm', 'failure']
['贵BK1989宝马牌BMW7251MLIBMW5小型轿车一辆', '//sf.taobao.com/sf_item/564679464756.htm', 'failure']
['桂林大宇牌大型汽车粤AP6813（营运车辆，落户广州需具备运营资质）', '//sf.taobao.com/sf_item/564796825305.htm', 'failure']
['桂CRQ677的黑色比亚迪小轿车', '//sf.taobao.com/sf_item/562824328905.htm', 'failure']
['苏CBX526号解放牌重型厢式货车', '//sf.taobao.com/sf_item/563109361244.htm', 'failure']
['苏CCD868号解放牌重型仓栅式货车', '//sf.taobao.com/sf_item/563110545138.htm', 'failure']
