['鲁JZZ777宝马牌BMW7301EL小型轿车', '//sf.taobao.com/sf_item/565014166140.htm', 1519869600000]
['车牌号为鲁NOV502号东风日产天籁小型轿车', '//sf.taobao.com/sf_item/565021375352.htm', 1519610400000]
['大众朗逸牌小型汽车', '//sf.taobao.com/sf_item/565022039246.htm', 1519610400000]
['闽GE7336、别克牌SGM7161LX小型轿车', '//sf.taobao.com/sf_item/564979398590.htm', 1519610400000]
['车牌号为浙B2ZW33的哈弗牌小型轿车一辆', '//sf.taobao.com/sf_item/564680640437.htm', 1519610400000]
['牌号为苏MN5595奔驰牌轿车一辆', '//sf.taobao.com/sf_item/563875992694.htm', 1519610400000]
['索兰托蒙BWY736车辆', '//sf.taobao.com/sf_item/564178472536.htm', 1519610400000]
['辽CE4098江淮牌HFC5141CCYKR1HT重型仓栅式货车一辆', '//sf.taobao.com/sf_item/564778728084.htm', 1519610400000]
['灵丘县扶贫开发服务中心所属的两辆推土机', '//sf.taobao.com/sf_item/564790154432.htm', 1519610400000]
['梅赛德斯-奔驰牌G500小型越野客车', '//sf.taobao.com/sf_item/564803648735.htm', 1519610400000]
['豫GQX605的车辆（五菱小型客车）', '//sf.taobao.com/sf_item/564877109227.htm', 1519610400000]
['苏KJ2671水泥搅拌车一辆', '//sf.taobao.com/sf_item/564906737908.htm', 1519610400000]
['中联牌混凝土搅拌运输车（车牌号：晋J54776）', '//sf.taobao.com/sf_item/564913827617.htm', 1519610400000]
['苏E32H7G梅赛德斯奔驰一辆', '//sf.taobao.com/sf_item/564914993486.htm', 1519610400000]
['豫ANY177扬子普通货车一辆', '//sf.taobao.com/sf_item/564922681339.htm', 1519610400000]
['北京牌小型普通客车', '//sf.taobao.com/sf_item/564935238684.htm', 1519610400000]
['中联牌车载泵（车牌号：晋J54367）', '//sf.taobao.com/sf_item/564938667132.htm', 1519610400000]
['车牌号为浙AR7F25的北京现代索纳塔小型轿车壹辆', '//sf.taobao.com/sf_item/564941986004.htm', 1519610400000]
['车牌号为浙AK03J3的桑塔纳小型轿车壹辆', '//sf.taobao.com/sf_item/564971023935.htm', 1519610400000]
['闽D4442L上汽荣威350S轿车', '//sf.taobao.com/sf_item/564971295471.htm', 1519610400000]
['车牌为浙C921Z1飞碟牌小型普通客车一辆', '//sf.taobao.com/sf_item/564975638385.htm', 1519610400000]
['云FV9465号神龙富康轿车', '//sf.taobao.com/sf_item/564988570465.htm', 1519610400000]
['豫A72E99号帕萨特轿车一辆', '//sf.taobao.com/sf_item/564994770488.htm', 1519610400000]
['125摩托车一辆', '//sf.taobao.com/sf_item/564999822344.htm', 1519610400000]
['豫A6BU17号东风日产牌汽车一辆', '//sf.taobao.com/sf_item/565032131282.htm', 1519610400000]
['车牌号为浙AGF118的桑塔纳小型轿车壹辆', '//sf.taobao.com/sf_item/565036075266.htm', 1519610400000]
['车牌号为浙AGZ933的梅赛德斯-奔驰牌小型轿车壹辆', '//sf.taobao.com/sf_item/565046739135.htm', 1519610400000]
['鲁F45L67宝马X6汽车一辆', '//sf.taobao.com/sf_item/565058839480.htm', 1519610400000]
['豫A0HY77本田雅阁轿车一辆', '//sf.taobao.com/sf_item/565078427338.htm', 1519610400000]
['关于拍卖杨胜海涉案面包车一辆', '//sf.taobao.com/sf_item/565071831130.htm', 1519524000000]
['贵FK3778保时捷凯宴小型越野车', '//sf.taobao.com/sf_item/564953622641.htm', 1519524000000]
['浙JS070A奥迪牌轿车一辆', '//sf.taobao.com/sf_item/565068015978.htm', 1519524000000]
['被执行人陆洪刚所有的鲁QV3981号奥铃捷运重型厢式货车一辆', '//sf.taobao.com/sf_item/564800724426.htm', 1519524000000]
['赣C0RO35大众速腾小汽车', '//sf.taobao.com/sf_item/564682760289.htm', 1519524000000]
['豫R17727雅阁牌小型轿车', '//sf.taobao.com/sf_item/564800852625.htm', 1519524000000]
['苏NGT875别克牌小型汽车', '//sf.taobao.com/sf_item/565070011055.htm', 1519524000000]
['车牌号为浙C666CD的小型越野客车一辆', '//sf.taobao.com/sf_item/564687945050.htm', 1519524000000]
['豫AN3Y5梅赛德斯奔驰牌小型轿车', '//sf.taobao.com/sf_item/565068411013.htm', 1519524000000]
['浙K7757Z马自达牌小型轿车一辆', '//sf.taobao.com/sf_item/564912881967.htm', 1519524000000]
['广东省韶关市高志军所有的粤FGS618丰田牌GTM7200G小汽车', '//sf.taobao.com/sf_item/564880294950.htm', 1519524000000]
['桂RYD229号福特-福克斯牌（时尚型）小型汽车', '//sf.taobao.com/sf_item/564706776554.htm', 1519524000000]
['关于被执行人刘永杰所有的一辆小轿车的', '//sf.taobao.com/sf_item/564431252495.htm', 1519524000000]
['赣CM5650奔腾牌汽车', '//sf.taobao.com/sf_item/564866358096.htm', 1519524000000]
['粤CG7751车辆一台', '//sf.taobao.com/sf_item/564989262244.htm', 1519524000000]
['豫MD5307号奥迪小型轿车', '//sf.taobao.com/sf_item/565068707232.htm', 1519524000000]
['车牌为浙AV836M小型轿车一辆', '//sf.taobao.com/sf_item/564825570179.htm', 1519524000000]
['浙AE558U英菲尼迪牌小型普通客车', '//sf.taobao.com/sf_item/564914977026.htm', 1519524000000]
['车牌号为浙A6FG99的奥迪牌小型客车一辆', '//sf.taobao.com/sf_item/565042087872.htm', 1519524000000]
['苏NVG789梅赛德斯奔驰牌小型汽车', '//sf.taobao.com/sf_item/564937646879.htm', 1519524000000]
['奥迪Q7轿车一辆', '//sf.taobao.com/sf_item/564262817711.htm', 1519524000000]
['江淮牌面包车', '//sf.taobao.com/sf_item/564802476868.htm', 1519524000000]
['苏BC238F丰田锐志汽车一辆', '//sf.taobao.com/sf_item/564903009246.htm', 1519524000000]
['车牌号为浙AG177T的雷克萨斯牌小型轿车一辆', '//sf.taobao.com/sf_item/564914433859.htm', 1519524000000]
['桂R78881号东风牌.风行景逸小型汽车', '//sf.taobao.com/sf_item/564705448801.htm', 1519524000000]
['粤RTM444小型轿车（车辆品牌型号：别克牌SGM7247ATA）', '//sf.taobao.com/sf_item/564659794664.htm', 1519524000000]
['湘B7ST18中华牌小轿车', '//sf.taobao.com/sf_item/564989218550.htm', 1519524000000]
['车牌为鲁E3A301东风日产牌小型普通客车一部', '//sf.taobao.com/sf_item/564803004274.htm', 1519524000000]
['车牌号为鲁ATF090的途威牌二手机动车一辆', '//sf.taobao.com/sf_item/564720733838.htm', 1519524000000]
['车牌为浙C889E8小型轿车一辆', '//sf.taobao.com/sf_item/564755137826.htm', 1519524000000]
['车牌号为豫C2Z019帕萨特牌小型轿车一辆', '//sf.taobao.com/sf_item/564790916691.htm', 1519524000000]
['鲁Q3CQ12号奥迪牌小型轿车', '//sf.taobao.com/sf_item/564395504845.htm', 1519524000000]
['梅赛德斯奔驰E260L', '//sf.taobao.com/sf_item/564883625648.htm', 1519524000000]
['黑A570BR号捷豹XFSAJAA05M轿车', '//sf.taobao.com/sf_item/564867961145.htm', 1519524000000]
['王洪波名下鲁VXQ707号奥迪牌汽车', '//sf.taobao.com/sf_item/564939238415.htm', 1519524000000]
['凯宴牌小型越野客车一辆', '//sf.taobao.com/sf_item/564395224861.htm', 1519524000000]
['贵FK7035丰田坦途皮卡车', '//sf.taobao.com/sf_item/564880561584.htm', 1519524000000]
['位于东莞市新大地汽车销售服务有限公司停车场内的粤RSR569号一汽牌小型汽车一台', '//sf.taobao.com/sf_item/564613000529.htm', 1519524000000]
['鲁Q7831T本田雅阁轿车', '//sf.taobao.com/sf_item/564695811151.htm', 1519524000000]
['车牌为赣BU5626风神牌墨绿色小轿车一辆', '//sf.taobao.com/sf_item/564905909679.htm', 1519524000000]
['车牌为桂CRY098奇瑞牌绿色小轿车一辆', '//sf.taobao.com/sf_item/564907497846.htm', 1519524000000]
['奥迪牌小型轿车', '//sf.taobao.com/sf_item/564915017813.htm', 1519524000000]
['车牌号码为鲁JC4899奥迪A6轿车', '//sf.taobao.com/sf_item/564650876602.htm', 1519437600000]
['云AA030R丰田埃尔法JTEGS21H小型普通客车一辆', '//sf.taobao.com/sf_item/564842442643.htm', 1519437600000]
['车牌号为浙A11M66旧机动车一辆', '//sf.taobao.com/sf_item/564941090452.htm', 1519437600000]
['赣CY2837号东南小汽车', '//sf.taobao.com/sf_item/565058623476.htm', 1519437600000]
['起亚牌YQZ7204A轿车', '//sf.taobao.com/sf_item/564902385819.htm', 1519437600000]
['车牌号为浙AFR756旧机动车一辆', '//sf.taobao.com/sf_item/564878621658.htm', 1519437600000]
['车牌号码为鲁J25298亚星城市客车', '//sf.taobao.com/sf_item/564651472702.htm', 1519437600000]
['鲁QX256T三菱牌轿车', '//sf.taobao.com/sf_item/565045351414.htm', 1519437600000]
['浙J2029F号雅阁牌小型汽车', '//sf.taobao.com/sf_item/564888909571.htm', 1519437600000]
['牌照为浙FU5075的风神日产蓝鸟小型轿车一辆', '//sf.taobao.com/sf_item/565047151234.htm', 1519437600000]
['车牌号为浙AZW367旧机动车一辆', '//sf.taobao.com/sf_item/564951782310.htm', 1519437600000]
['车牌号码为鲁JH8915东风牌轻型客车', '//sf.taobao.com/sf_item/564651224458.htm', 1519437600000]
['闽A6658J、福克斯牌CAF7180B38小型轿车', '//sf.taobao.com/sf_item/564984754716.htm', 1519437600000]
['奔驰GL450越野车一辆', '//sf.taobao.com/sf_item/564851795786.htm', 1519437600000]
['大众途观牌轿车', '//sf.taobao.com/sf_item/564852686108.htm', 1519437600000]
['浙ETU078丰田牌小型轿车(非营运)', '//sf.taobao.com/sf_item/564904905403.htm', 1519437600000]
['江淮牌沪DH9032重型仓栅式货车', '//sf.taobao.com/sf_item/564579108926.htm', 1519437600000]
['粤CZN448号斯巴鲁森林人小型越野车一辆', '//sf.taobao.com/sf_item/564775228143.htm', 1519437600000]
['豫RCG017天籁牌小型汽车', '//sf.taobao.com/sf_item/564790676556.htm', 1519437600000]
['苏D9Z969五菱荣光小型普通客车', '//sf.taobao.com/sf_item/565062139002.htm', 1519437600000]
['闽J13885号马自达轿车', '//sf.taobao.com/sf_item/564745603352.htm', 1519387200000]
['福田牌重型专项作业车川AJ2018', '//sf.taobao.com/sf_item/564838855938.htm', 1519351200000]
['福田牌重型专项作业车川AJ2110', '//sf.taobao.com/sf_item/564838147956.htm', 1519351200000]
['福田牌重型专项作业车川AJ7310', '//sf.taobao.com/sf_item/564841403835.htm', 1519351200000]
['福田牌重型专项作业车川AJ8670', '//sf.taobao.com/sf_item/564758830864.htm', 1519351200000]
['被执行人李关峰所有的鲁P65183号/鲁PU220挂号车一辆', '//sf.taobao.com/sf_item/564959950468.htm', 1519351200000]
['车牌号为浙A5CQ99的小型轿车一辆', '//sf.taobao.com/sf_item/564880721386.htm', 1519351200000]
['车牌为浙AC8F38思威牌小型普通客车一辆', '//sf.taobao.com/sf_item/564767772404.htm', 1519351200000]
['(一拍重拍）车牌号为浙J13G05五菱牌微型普通货车一辆', '//sf.taobao.com/sf_item/564611846794.htm', 1519351200000]
['闽H96157东风牌轻型普通货车一辆', '//sf.taobao.com/sf_item/564355096500.htm', 1519351200000]
['牌号为苏F0782N宝马小型越野客车一辆', '//sf.taobao.com/sf_item/564961470682.htm', 1519351200000]
['思威牌赣B9W759号小型普通客车', '//sf.taobao.com/sf_item/564985179320.htm', 1519351200000]
['渝ASG922路虎揽胜SALGS2DF小型普通客车一辆', '//sf.taobao.com/sf_item/564889045453.htm', 1519351200000]
['车牌为浙ACW877别克牌小型普通客车一辆', '//sf.taobao.com/sf_item/564878833976.htm', 1519351200000]
['车牌为浙AT3809北京现代牌小型轿车一辆及出租车经营权', '//sf.taobao.com/sf_item/564762868340.htm', 1519351200000]
['牌号为京N77VU7宝马小型越野客车一辆', '//sf.taobao.com/sf_item/565046239309.htm', 1519351200000]
['津KPY600东风日产牌小型轿车一辆', '//sf.taobao.com/sf_item/564502642461.htm', 1519351200000]
['号牌为桂C7P188的北汽威望牌轿车', '//sf.taobao.com/sf_item/564945727342.htm', 1519351200000]
['鲁B1Y61U小型轿车一辆', '//sf.taobao.com/sf_item/564651068947.htm', 1519351200000]
['鄂EEV673奥迪牌FV7241FCVTG小型轿车一辆', '//sf.taobao.com/sf_item/564875217542.htm', 1519351200000]
['车牌号为苏E544E5英菲尼迪Q60汽车一辆', '//sf.taobao.com/sf_item/564937411351.htm', 1519351200000]
['甘南县人民法院依职权公开拍卖传祺GS5轿车一台', '//sf.taobao.com/sf_item/564776192622.htm', 1519351200000]
['崔俊岭名下大众牌辉腾汽车一辆（牌照：冀T2G565）', '//sf.taobao.com/sf_item/564939642682.htm', 1519351200000]
['浙C913X0马自达牌CA7201AT小型轿车', '//sf.taobao.com/sf_item/564863345760.htm', 1519351200000]
['车牌为浙A4BC99雷克萨斯牌小型越野客车一辆', '//sf.taobao.com/sf_item/565035319972.htm', 1519351200000]
['车牌为浙A387MZ江淮牌小型普通客车壹辆', '//sf.taobao.com/sf_item/564953350224.htm', 1519351200000]
['大众牌豫NV2395小型汽车一辆', '//sf.taobao.com/sf_item/564963822798.htm', 1519351200000]
['豫G8A256北京现代牌悦动型小型客车', '//sf.taobao.com/sf_item/564838817057.htm', 1519351200000]
['车牌为浙A0FP76神行者牌小型越野客车一辆', '//sf.taobao.com/sf_item/564879397283.htm', 1519351200000]
['川BAK028丰田牌VIOS/GLI型小汽车', '//sf.taobao.com/sf_item/564890853822.htm', 1519351200000]
['牌照号为津JXS777精灵牌小型轿车一辆', '//sf.taobao.com/sf_item/564502774167.htm', 1519351200000]
['吉利牌汽车【河北牌照】', '//sf.taobao.com/sf_item/564697180152.htm', 1519351200000]
['鲁Q999PR小型越野客车', '//sf.taobao.com/sf_item/563774068872.htm', 1519351200000]
['交通肇事车辆', '//sf.taobao.com/sf_item/565042435066.htm', 1519351200000]
['浙JU070R宝马牌WBALM310小型轿车一辆', '//sf.taobao.com/sf_item/564654540318.htm', 1519351200000]
['拍卖车牌为浙A376WS福田牌小型普通客车壹辆', '//sf.taobao.com/sf_item/564880257422.htm', 1519351200000]
['被执行人所有的一汽牌轻型货车（黑B11112）', '//sf.taobao.com/sf_item/564612423242.htm', 1519351200000]
['被执行人李传伟所有的一汽牌轻型货车', '//sf.taobao.com/sf_item/564612327335.htm', 1519351200000]
['浙K7292Y丰田牌小型汽车', '//sf.taobao.com/sf_item/565048123688.htm', 1519351200000]
['闽FAZ871号胜达牌小型汽车', '//sf.taobao.com/sf_item/565048811896.htm', 1519351200000]
['鲁QD12J6宝马520i轿车', '//sf.taobao.com/sf_item/563956967959.htm', 1519351200000]
['宝马牌X6 小型越野客车（车牌号：川RNV003）一辆', '//sf.taobao.com/sf_item/564063012387.htm', 1519351200000]
['车牌号为湘J1899C丰田皇冠汽车', '//sf.taobao.com/sf_item/564218454602.htm', 1519351200000]
['被执行人李传伟所有东风本田轿车', '//sf.taobao.com/sf_item/564612751470.htm', 1519351200000]
['赣C9U718奥迪牌小型汽车一辆', '//sf.taobao.com/sf_item/564818037792.htm', 1519351200000]
['陕K89310\\陕KS185挂北奔牌卡车一辆', '//sf.taobao.com/sf_item/565070819384.htm', 1519351200000]
['豫AW825M雪佛兰轿车', '//sf.taobao.com/sf_item/564730485213.htm', 1519351200000]
['牌照号码为豫P1L099北京现代牌BH7162MX', '//sf.taobao.com/sf_item/564286389225.htm', 1519351200000]
['东风日产牌小型普通客车', '//sf.taobao.com/sf_item/564423449742.htm', 1519351200000]
['雅阁牌小型轿车', '//sf.taobao.com/sf_item/564424241117.htm', 1519351200000]
['车牌号为豫A-29N98途安牌车辆', '//sf.taobao.com/sf_item/564503021434.htm', 1519351200000]
['拍卖车牌为皖BY021B骊威牌小型轿车壹辆', '//sf.taobao.com/sf_item/564620900834.htm', 1519351200000]
['浙J3N858桑塔纳牌SVW7182QQD小型轿车一辆', '//sf.taobao.com/sf_item/564767364593.htm', 1519351200000]
['桂JW2333起亚牌YQ27169M（起亚K3）小型轿车一辆', '//sf.taobao.com/sf_item/564785800692.htm', 1519351200000]
['牌号为苏FK518H雪佛兰小型轿车一辆', '//sf.taobao.com/sf_item/564889041139.htm', 1519351200000]
['车牌号为苏E1G7W6的北京现代牌小型轿车一辆', '//sf.taobao.com/sf_item/564980342828.htm', 1519351200000]
['车牌号云S95877东风日产DFL6430MBC1小型越野客车', '//sf.taobao.com/sf_item/564893393331.htm', 1519347600000]
['车牌号为川A1UU56，发动机为M156C211492的车辆', '//sf.taobao.com/sf_item/564914479858.htm', 1519282800000]
['浙K93830号丰田汽车一辆', '//sf.taobao.com/sf_item/564867193764.htm', 1519264800000]
['贵HM2201号五十铃牌皮卡车一辆', '//sf.taobao.com/sf_item/564804034774.htm', 1519264800000]
['京E51260号丰田牌中型普通客车一辆', '//sf.taobao.com/sf_item/564916223542.htm', 1519264800000]
['贵HM5227号东风日产牌小轿车一辆', '//sf.taobao.com/sf_item/564886943945.htm', 1519264800000]
['车牌号为浙A938NK北京现代牌小型轿车一辆', '//sf.taobao.com/sf_item/565030503829.htm', 1519264800000]
['东风牌机动车一辆', '//sf.taobao.com/sf_item/564856486296.htm', 1519264800000]
['车牌号为苏AD16F6宝马WBAKB210(730Li)轿车一辆', '//sf.taobao.com/sf_item/564680672007.htm', 1519264800000]
['贵HP1987号五十铃牌皮卡车一辆', '//sf.taobao.com/sf_item/564623580355.htm', 1519264800000]
['桂BJ0598丰田花冠小型汽车(车辆型号：TV7160GM)', '//sf.taobao.com/sf_item/564672428574.htm', 1519264800000]
['车牌号为浙AB925F奥德赛小型普通客车一辆', '//sf.taobao.com/sf_item/565030863312.htm', 1519264800000]
['车牌号为浙A7ZL66的宝马牌小型轿车一辆', '//sf.taobao.com/sf_item/564948538293.htm', 1519264800000]
['赣G81C83奥迪A6L小汽车', '//sf.taobao.com/sf_item/564917963127.htm', 1519264800000]
['湘BN4488宝马牌小型越野车', '//sf.taobao.com/sf_item/564755597551.htm', 1519264800000]
['车牌号为浙F309CL大众牌SVW71810DJ型小型汽车一辆', '//sf.taobao.com/sf_item/564643896320.htm', 1519264800000]
['贵HK5225号五十铃牌皮卡车一辆', '//sf.taobao.com/sf_item/564623352172.htm', 1519264800000]
['车牌号为苏A2GB08凯迪拉克越野车', '//sf.taobao.com/sf_item/564880869056.htm', 1519264800000]
['车牌为浙AN86B8长安牌小型普通客车一辆', '//sf.taobao.com/sf_item/564753705934.htm', 1519264800000]
['明锐牌豫CPM767号小型汽车', '//sf.taobao.com/sf_item/564588960724.htm', 1519264800000]
['贵HK7869号丰田牌越野车一辆', '//sf.taobao.com/sf_item/564762393434.htm', 1519264800000]
['车牌为鲁AD505D的奇瑞牌SQR6451T21T7小型普通客车一辆', '//sf.taobao.com/sf_item/564648820335.htm', 1519264800000]
['浙J26B25号酷派牌小型汽车', '//sf.taobao.com/sf_item/564810253801.htm', 1519264800000]
['鲁QN8H68奥迪轿车', '//sf.taobao.com/sf_item/563556332413.htm', 1519264800000]
['浙K5139B号别克汽车一辆', '//sf.taobao.com/sf_item/565021375281.htm', 1519264800000]
['大众宝来牌BORA1.6L小型轿车1辆', '//sf.taobao.com/sf_item/564639902317.htm', 1519264800000]
['浙J8887W号的小型汽车一辆', '//sf.taobao.com/sf_item/564933183940.htm', 1519264800000]
['车牌号为渝BBT123路虎揽胜SALGA2EF牌小型越野客车一辆', '//sf.taobao.com/sf_item/564790269538.htm', 1519264800000]
['浙J53E87号北京现代牌小型汽车', '//sf.taobao.com/sf_item/564948918723.htm', 1519264800000]
['车牌号为苏A1RK36奥迪牌小型轿车一辆', '//sf.taobao.com/sf_item/564953398648.htm', 1519264800000]
['浙JFY423号的本田牌小型汽车一辆', '//sf.taobao.com/sf_item/564429016442.htm', 1519264800000]
['鲁LKD858宝马牌机动车', '//sf.taobao.com/sf_item/564951498754.htm', 1519264800000]
['车牌为浙A9329V奔驰牌小型轿车一辆', '//sf.taobao.com/sf_item/564872259544.htm', 1519264800000]
['浙CJS627丰田牌TV7252V5小型轿车', '//sf.taobao.com/sf_item/564757966851.htm', 1519264800000]
['苏NBK836号（福田牌BJ3258DLPJB-24）自卸式货车', '//sf.taobao.com/sf_item/564855270459.htm', 1519264800000]
['鲁DDF188凯迪拉克牌小型越野客车一辆（不含牌照）', '//sf.taobao.com/sf_item/564904869892.htm', 1519264800000]
['五菱牌陕AJ521Y面包车', '//sf.taobao.com/sf_item/564774000639.htm', 1519264800000]
['浙K33486号现代汽车一辆', '//sf.taobao.com/sf_item/564753016851.htm', 1519264800000]
['浙J2FX01号丰田牌小型越野客车', '//sf.taobao.com/sf_item/564938838689.htm', 1519264800000]
['浙B9481S丰田牌TV6460GLX-I小型普通汽车一辆', '//sf.taobao.com/sf_item/564852730356.htm', 1519264800000]
['浙CV3N80克莱斯勒牌BJ7270CX小型轿车', '//sf.taobao.com/sf_item/564853894453.htm', 1519264800000]
['湘K6ZE88东风日产牌小型汽车', '//sf.taobao.com/sf_item/564809057076.htm', 1519264800000]
['浙C1CS70福特牌CAF7153A4小型轿车', '//sf.taobao.com/sf_item/564678012950.htm', 1519264800000]
['浙JR107W号凯宴牌小型越野客车一辆', '//sf.taobao.com/sf_item/564669220045.htm', 1519264800000]
['黄惠婷名下的闽C7608X东风标致牌小型轿车', '//sf.taobao.com/sf_item/565021139574.htm', 1519264800000]
['苏NF1695大型货车', '//sf.taobao.com/sf_item/564700157584.htm', 1519264800000]
['浙J75M03号东风牌小型汽车', '//sf.taobao.com/sf_item/564823246922.htm', 1519264800000]
['鲁H75X69奥迪牌小型客车', '//sf.taobao.com/sf_item/564764505665.htm', 1519264800000]
['苏CY218K（东风牌EQ6451PF2）小型汽车', '//sf.taobao.com/sf_item/564875769721.htm', 1519264800000]
['一辆广州本田思迪牌轿车', '//sf.taobao.com/sf_item/564724481645.htm', 1519264800000]
['车牌号为浙A6TW95东南牌轿车一辆', '//sf.taobao.com/sf_item/564672244029.htm', 1519264800000]
['晋LR7881雪佛兰牌轿车一辆', '//sf.taobao.com/sf_item/564781361694.htm', 1519264800000]
['无牌照奇瑞牌轿车', '//sf.taobao.com/sf_item/564948946696.htm', 1519264800000]
['车牌号为苏AA66A0奔驰牌小型轿车一辆', '//sf.taobao.com/sf_item/564952238988.htm', 1519264800000]
['车牌号为苏AZA872丰田卡罗拉牌小型轿车一辆', '//sf.taobao.com/sf_item/564581241843.htm', 1519264800000]
['鲁LG5522别克牌机动车', '//sf.taobao.com/sf_item/564952314716.htm', 1519264800000]
['晋LSV799索兰托KNAKU814小型普通客车', '//sf.taobao.com/sf_item/564968367258.htm', 1519264800000]
['牌号为苏F5578F雷克萨斯小型客车一辆', '//sf.taobao.com/sf_item/564954058194.htm', 1519264800000]
['苏CX096E号（猎豹牌CFA6486A）越野车', '//sf.taobao.com/sf_item/565030971905.htm', 1519264800000]
['车牌号为皖MGG055北京现代牌轿车', '//sf.taobao.com/sf_item/564722681020.htm', 1519264800000]
['浙JRA973丰田牌小型轿车一辆', '//sf.taobao.com/sf_item/564538117751.htm', 1519264800000]
['吉BFZ397别克牌轿车', '//sf.taobao.com/sf_item/565043451181.htm', 1519264800000]
['鲁SE2692号车辆', '//sf.taobao.com/sf_item/564741895809.htm', 1519264800000]
['浙JA159L号的小型汽车一辆', '//sf.taobao.com/sf_item/564852198036.htm', 1519264800000]
['车牌号为桂CNA868D的海马牌汽车', '//sf.taobao.com/sf_item/565030931132.htm', 1519264800000]
['浙JB281R号丰田牌小型汽车', '//sf.taobao.com/sf_item/564754817309.htm', 1519264800000]
['浙J7251K号莲花牌小型汽车', '//sf.taobao.com/sf_item/564907323625.htm', 1519264800000]
['浙C5BX20奔驰牌BJ7181EVE小型轿车', '//sf.taobao.com/sf_item/564944755121.htm', 1519264800000]
['鲁QC0B78起亚轿车', '//sf.taobao.com/sf_item/563809539252.htm', 1519264800000]
['浙CL2H18东风日产牌DFL7203VAK2小型轿车', '//sf.taobao.com/sf_item/564945387562.htm', 1519264800000]
['赣GR1180科鲁兹小汽车', '//sf.taobao.com/sf_item/564651460718.htm', 1519264800000]
['浙G553NE英伦牌小型汽车', '//sf.taobao.com/sf_item/564871106476.htm', 1519264800000]
['浙JZ931E号丰田牌小型汽车', '//sf.taobao.com/sf_item/564964471779.htm', 1519264800000]
['鲁L08500北京现代牌轿车一辆', '//sf.taobao.com/sf_item/565000550119.htm', 1519264800000]
['浙G336RD号宝马牌汽车', '//sf.taobao.com/sf_item/564754760973.htm', 1519264800000]
['雅阁牌HG7203AB型小汽车', '//sf.taobao.com/sf_item/564706773361.htm', 1519264800000]
['苏J3052L号荣威牌轿车一辆', '//sf.taobao.com/sf_item/564806354636.htm', 1519264800000]
['刘忠华名下吉利牌小型轿车', '//sf.taobao.com/sf_item/564964171556.htm', 1519264800000]
['解放牌CA3120P9K2E型平头柴油自卸汽车', '//sf.taobao.com/sf_item/564587638225.htm', 1519264800000]
['浙J703H1号五菱牌小型面包车一辆', '//sf.taobao.com/sf_item/564537685793.htm', 1519264800000]
['皖BN3277起亚牌小型普通客车', '//sf.taobao.com/sf_item/564872091731.htm', 1519264800000]
['浙G9W886号宝马牌汽车', '//sf.taobao.com/sf_item/564753284903.htm', 1519264800000]
['凯美瑞闽A508H2小轿车', '//sf.taobao.com/sf_item/564796233126.htm', 1519264800000]
['皖BAD277别克牌汽车', '//sf.taobao.com/sf_item/564608144773.htm', 1519264800000]
['浙JN956M桑塔纳牌小型汽车一辆', '//sf.taobao.com/sf_item/564851402676.htm', 1519264800000]
['（破）浙江有加利连锁超市有限公司车辆一辆（车牌为 浙G387MR）', '//sf.taobao.com/sf_item/564932201867.htm', 1519264800000]
['湘NA6917号长城牌皮卡车一辆', '//sf.taobao.com/sf_item/564763277322.htm', 1519264800000]
['豫B46R66长城牌轻型普通货车', '//sf.taobao.com/sf_item/565031803882.htm', 1519264800000]
['蒙K1C821号三菱牌小汽车', '//sf.taobao.com/sf_item/564533862257.htm', 1519264800000]
['浙JQ637D号奥迪牌小型汽车', '//sf.taobao.com/sf_item/564699524539.htm', 1519264800000]
['梅赛德斯奔驰牌小汽车', '//sf.taobao.com/sf_item/564706145735.htm', 1519264800000]
['北方奔驰牌工程机械车一辆', '//sf.taobao.com/sf_item/564732717462.htm', 1519264800000]
['车牌号为赣B2H448长城牌小型轿车一辆', '//sf.taobao.com/sf_item/564862890847.htm', 1519264800000]
['车牌号为甘DJ1368型号为本田思威DHW6452R1ASD小型普通客车一辆', '//sf.taobao.com/sf_item/564892559961.htm', 1519264800000]
['鄂FBL651福德牌LT3310VP重型自卸货车', '//sf.taobao.com/sf_item/565005202797.htm', 1519264800000]
['五菱牌小型客车', '//sf.taobao.com/sf_item/564938777034.htm', 1519178400000]
['东风牌自卸货车（报废）一辆', '//sf.taobao.com/sf_item/564867453198.htm', 1519178400000]
['国道牌重型厢式货车', '//sf.taobao.com/sf_item/564948494626.htm', 1519178400000]
['粤AM937S玛莎拉蒂汽车', '//sf.taobao.com/sf_item/564875849123.htm', 1519178400000]
['苏C530NU马自达牌汽车一辆', '//sf.taobao.com/sf_item/565022671951.htm', 1519178400000]
['丰田豫GEX991', '//sf.taobao.com/sf_item/565030731135.htm', 1519178400000]
['豫J-YE655奇瑞牌车辆', '//sf.taobao.com/sf_item/564867325836.htm', 1519178400000]
['宝来牌小型汽车', '//sf.taobao.com/sf_item/565021991441.htm', 1519178400000]
['歌诗图牌HG7240EAA小型轿车', '//sf.taobao.com/sf_item/563815976613.htm', 1519178400000]
['闽FGL662号吉利美日牌小型轿车', '//sf.taobao.com/sf_item/564679316684.htm', 1519178400000]
['鲁LEB888德国奥迪A8L机动车', '//sf.taobao.com/sf_item/564790217875.htm', 1519178400000]
['起亚牌小型普通客车', '//sf.taobao.com/sf_item/565030499337.htm', 1519178400000]
['苏NGE450雪铁龙牌小型汽车', '//sf.taobao.com/sf_item/565020975169.htm', 1519092000000]
