标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价
车牌号为浙A11M66旧机动车一辆,https://sf.taobao.com/sf_item/564941090452.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,43700,2018/2/25 10:56,78,"￥8,300","￥1,500","￥10,393",￥100,1天,5分钟,拍卖,无,杭州市西湖区人民法院,22,137,8924,154,
赣CY2837号东南小汽车,https://sf.taobao.com/sf_item/565058623476.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,19060,2018/2/25 10:27,22,"￥12,100","￥2,400","￥17,200",￥240,1天,5分钟,拍卖,无,宜春市袁州区人民法院,11,184,9740,30,
起亚牌YQZ7204A轿车,https://sf.taobao.com/sf_item/564902385819.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,97100,2018/2/25 10:26,11,"￥58,100","￥11,620","￥83,000","￥1,000",1天,5分钟,拍卖,无,北海市铁山港区人民法院,11,304,13673,30,
车牌号为浙AFR756旧机动车一辆,https://sf.taobao.com/sf_item/564878621658.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,60000,2018/2/25 10:25,27,"￥32,500","￥5,000","￥40,741",￥500,1天,5分钟,拍卖,无,杭州市西湖区人民法院,7,50,4294,34,
车牌号码为鲁J25298亚星城市客车,https://sf.taobao.com/sf_item/564651472702.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,26100,2018/2/25 10:20,63,"￥7,500","￥1,500","￥10,500",￥150,1天,5分钟,拍卖,无,泰安市泰山区人民法院,9,87,7516,86,
鲁QX256T三菱牌轿车,https://sf.taobao.com/sf_item/565045351414.htm,2018/2/24 10:00,2018/2/25 10:00,第二次拍卖,57800,2018/2/25 10:19,29,"￥40,800","￥8,000","￥48,000",￥500,1天,5分钟,拍卖,无,临沂市兰山区人民法院,6,108,4634,33,
浙J2029F号雅阁牌小型汽车,https://sf.taobao.com/sf_item/564888909571.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,77500,2018/2/25 10:16,17,"￥52,500","￥10,500","￥75,000","￥1,000",1天,5分钟,拍卖,无,台州市椒江区人民法院,10,275,15430,26,
牌照为浙FU5075的风神日产蓝鸟小型轿车一辆,https://sf.taobao.com/sf_item/565047151234.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,10600,2018/2/25 10:15,26,"￥2,100",￥400,"￥3,000",￥100,1天,5分钟,拍卖,无,海盐县人民法院,16,138,10347,50,
车牌号为浙AZW367旧机动车一辆,https://sf.taobao.com/sf_item/564951782310.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,79500,2018/2/25 10:14,24,"￥50,000","￥5,000","￥63,350",￥500,1天,5分钟,拍卖,无,杭州市西湖区人民法院,10,40,5623,30,
车牌号码为鲁JH8915东风牌轻型客车,https://sf.taobao.com/sf_item/564651224458.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,11900,2018/2/25 10:13,22,"￥5,500","￥1,000","￥7,500",￥100,1天,5分钟,拍卖,无,泰安市泰山区人民法院,10,64,4257,44,
闽A6658J、福克斯牌CAF7180B38小型轿车,https://sf.taobao.com/sf_item/564984754716.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,41190,2018/2/25 10:13,10,"￥35,190","￥5,000","￥41,400",￥500,1天,5分钟,拍卖,无,将乐县人民法院,4,59,4018,13,
奔驰GL450越野车一辆,https://sf.taobao.com/sf_item/564851795786.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,302766,2018/2/25 10:10,5,"￥290,766","￥30,000","￥415,380","￥3,000",1天,5分钟,拍卖,无,赣州市中级人民法院,4,304,21915,5,
大众途观牌轿车,https://sf.taobao.com/sf_item/564852686108.htm,2018/2/24 10:00,2018/2/25 10:00,第二次拍卖,124500,2018/2/25 10:08,4,"￥108,500","￥15,000","￥135,400","￥2,000",1天,5分钟,拍卖,无,五河县人民法院,7,221,19575,9,
浙ETU078丰田牌小型轿车(非营运),https://sf.taobao.com/sf_item/564904905403.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,95100,2018/2/25 10:05,3,"￥67,800","￥13,000","￥96,866","￥1,300",1天,5分钟,拍卖,无,湖州市吴兴区人民法院,11,470,13005,16,
江淮牌沪DH9032重型仓栅式货车,https://sf.taobao.com/sf_item/564579108926.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,61400,2018/2/25 10:00,0,"￥61,400","￥5,000","￥61,400",￥500,1天,5分钟,拍卖,无,慈利县人民法院,2,28,2773,1,
粤CZN448号斯巴鲁森林人小型越野车一辆,https://sf.taobao.com/sf_item/564775228143.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,172480,2018/2/25 10:00,0,"￥77,000","￥15,400","￥110,000","￥1,540",1天,5分钟,拍卖,无,珠海市香洲区人民法院,38,1172,32653,19,
豫RCG017天籁牌小型汽车,https://sf.taobao.com/sf_item/564790676556.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,38953,2018/2/25 10:00,0,"￥38,953","￥5,000","￥43,282",￥200,1天,5分钟,拍卖,无,南阳市卧龙区人民法院,1,51,7731,1,
苏D9Z969五菱荣光小型普通客车,https://sf.taobao.com/sf_item/565062139002.htm,2018/2/24 10:00,2018/2/25 10:00,第一次拍卖,17400,2018/2/25 10:00,0,"￥8,400","￥1,000","￥12,000","￥1,000",1天,5分钟,拍卖,无,常州市武进区人民法院,13,172,7529,8,
闽J13885号马自达轿车,https://sf.taobao.com/sf_item/564745603352.htm,2018/2/23 20:00,2018/2/24 20:00,第一次拍卖,86000,2018/2/24 20:33,12,"￥74,000","￥10,000","￥74,000","￥1,000",1天,5分钟,拍卖,无,霞浦县人民法院,6,102,10963,13,
福田牌重型专项作业车川AJ2018,https://sf.taobao.com/sf_item/564838855938.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,264174,2018/2/24 13:13,230,"￥20,174","￥3,000","￥28,820",￥500,1天,5分钟,拍卖,无,四川省成都市中级人民法院,29,118,5306,293,
福田牌重型专项作业车川AJ2110,https://sf.taobao.com/sf_item/564838147956.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,344063.5,2018/2/24 12:52,308,"￥28,563.5","￥3,000","￥40,805",￥500,1天,5分钟,拍卖,无,四川省成都市中级人民法院,31,120,5282,371,
福田牌重型专项作业车川AJ7310,https://sf.taobao.com/sf_item/564841403835.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,652870,2018/2/24 11:52,139,"￥387,870","￥40,000","￥554,100","￥1,000",1天,5分钟,拍卖,无,四川省成都市中级人民法院,5,31,3257,150,
福田牌重型专项作业车川AJ8670,https://sf.taobao.com/sf_item/564758830864.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,644870,2018/2/24 11:31,141,"￥387,870","￥40,000","￥554,100","￥1,000",1天,5分钟,拍卖,无,四川省成都市中级人民法院,5,51,4471,152,
被执行人李关峰所有的鲁P65183号/鲁PU220挂号车一辆,https://sf.taobao.com/sf_item/564959950468.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,39200,2018/2/24 10:37,33,"￥28,000","￥3,000","￥40,000",￥200,1天,5分钟,拍卖,无,蒙阴县人民法院,6,34,3095,39,
车牌号为浙A5CQ99的小型轿车一辆,https://sf.taobao.com/sf_item/564880721386.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,99000,2018/2/24 10:29,18,"￥57,000","￥9,000","￥71,110","￥1,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,12,337,11522,34,
车牌为浙AC8F38思威牌小型普通客车一辆,https://sf.taobao.com/sf_item/564767772404.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,122000,2018/2/24 10:26,22,"￥76,000","￥12,000","￥93,876","￥1,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,7,150,7451,32,
(一拍重拍）车牌号为浙J13G05五菱牌微型普通货车一辆,https://sf.taobao.com/sf_item/564611846794.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,8400,2018/2/24 10:26,14,"￥3,100",￥600,"￥4,300",￥100,1天,5分钟,拍卖,无,台州市黄岩区人民法院,13,93,5666,18,
闽H96157东风牌轻型普通货车一辆,https://sf.taobao.com/sf_item/564355096500.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,25550,2018/2/24 10:25,15,"￥13,050","￥1,400","￥14,500",￥500,1天,5分钟,拍卖,无,顺昌县人民法院,7,55,3930,22,
牌号为苏F0782N宝马小型越野客车一辆,https://sf.taobao.com/sf_item/564961470682.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,213000,2018/2/24 10:24,18,"￥160,000","￥30,000","￥215,000","￥1,000",1天,5分钟,拍卖,无,南通市崇川区人民法院,11,199,11891,27,
思威牌赣B9W759号小型普通客车,https://sf.taobao.com/sf_item/564985179320.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,113000,2018/2/24 10:23,17,"￥78,000","￥10,000","￥110,033","￥1,000",1天,5分钟,拍卖,无,石城县人民法院,9,188,6460,32,
渝ASG922路虎揽胜SALGS2DF小型普通客车一辆,https://sf.taobao.com/sf_item/564889045453.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,990300,2018/2/24 10:19,21,"￥694,300","￥69,430","￥694,300","￥2,000",1天,5分钟,拍卖,无,重庆市渝中区人民法院,8,203,13392,64,
车牌为浙ACW877别克牌小型普通客车一辆,https://sf.taobao.com/sf_item/564878833976.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,46000,2018/2/24 10:19,25,"￥20,000","￥3,000","￥24,690",￥500,1天,5分钟,拍卖,无,杭州市富阳区人民法院,13,76,4141,41,
车牌为浙AT3809北京现代牌小型轿车一辆及出租车经营权,https://sf.taobao.com/sf_item/564762868340.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,222000,2018/2/24 10:19,92,"￥75,000","￥15,000","￥104,000",￥500,1天,5分钟,拍卖,无,杭州市江干区人民法院,12,152,6410,134,
牌号为京N77VU7宝马小型越野客车一辆,https://sf.taobao.com/sf_item/565046239309.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,651800,2018/2/24 10:19,14,"￥436,800","￥40,000","￥624,000","￥5,000",1天,5分钟,拍卖,无,南通市崇川区人民法院,14,507,15803,25,
津KPY600东风日产牌小型轿车一辆,https://sf.taobao.com/sf_item/564502642461.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,90000,2018/2/24 10:19,22,"￥74,500","￥7,000","￥74,500",￥500,1天,5分钟,拍卖,无,天津市红桥区人民法院,6,96,9354,29,
号牌为桂C7P188的北汽威望牌轿车,https://sf.taobao.com/sf_item/564945727342.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,33580,2018/2/24 10:17,10,"￥23,000","￥2,300",,￥460,1天,5分钟,拍卖,无,资源县人民法院,11,121,5528,21,"￥23,000"
鲁B1Y61U小型轿车一辆,https://sf.taobao.com/sf_item/564651068947.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,87000,2018/2/24 10:17,6,"￥60,000","￥12,000","￥83,381","￥3,000",1天,5分钟,拍卖,无,杭州市萧山区人民法院,8,145,7168,10,
鄂EEV673奥迪牌FV7241FCVTG小型轿车一辆,https://sf.taobao.com/sf_item/564875217542.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,163700,2018/2/24 10:17,13,"￥149,700","￥10,000","￥149,700","￥1,000",1天,5分钟,拍卖,无,宜昌市西陵区人民法院,5,85,10692,15,
车牌号为苏E544E5英菲尼迪Q60汽车一辆,https://sf.taobao.com/sf_item/564937411351.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,384060,2018/2/24 10:15,9,"￥200,060","￥40,000","￥285,800","￥2,000",1天,5分钟,拍卖,无,苏州工业园区人民法院,33,932,27439,30,
甘南县人民法院依职权公开拍卖传祺GS5轿车一台,https://sf.taobao.com/sf_item/564776192622.htm,2018/2/23 10:00,2018/2/24 10:00,第二次拍卖,70200,2018/2/24 10:13,4,"￥61,200","￥10,000","￥90,000","￥1,000",1天,5分钟,拍卖,无,甘南县人民法院,7,51,3879,10,
崔俊岭名下大众牌辉腾汽车一辆（牌照：冀T2G565）,https://sf.taobao.com/sf_item/564939642682.htm,2018/2/23 10:00,2018/2/24 10:00,第二次拍卖,360000,2018/2/24 10:12,22,"￥256,000","￥25,000","￥320,000","￥2,000",1天,5分钟,拍卖,无,安平县人民法院,6,245,17184,47,
浙C913X0马自达牌CA7201AT小型轿车,https://sf.taobao.com/sf_item/564863345760.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,39334.7,2018/2/24 10:12,33,"￥14,434.7",￥800,"￥20,621",￥100,1天,5分钟,拍卖,无,会同县人民法院,26,233,8951,79,
车牌为浙A4BC99雷克萨斯牌小型越野客车一辆,https://sf.taobao.com/sf_item/565035319972.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,215000,2018/2/24 10:12,8,"￥170,000","￥25,000","￥211,498","￥3,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,8,305,16463,16,
车牌为浙A387MZ江淮牌小型普通客车壹辆,https://sf.taobao.com/sf_item/564953350224.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,52000,2018/2/24 10:11,8,"￥30,000","￥6,000","￥30,886","￥2,000",1天,5分钟,拍卖,无,杭州市萧山区人民法院,6,52,4223,12,
大众牌豫NV2395小型汽车一辆,https://sf.taobao.com/sf_item/564963822798.htm,2018/2/23 10:00,2018/2/24 10:00,第二次拍卖,83245,2018/2/24 10:10,5,"￥79,645","￥9,000","￥93,700",￥900,1天,5分钟,拍卖,无,商丘市睢阳区人民法院,5,107,5714,5,
豫G8A256北京现代牌悦动型小型客车,https://sf.taobao.com/sf_item/564838817057.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,19300,2018/2/24 10:10,22,"￥16,800","￥1,000","￥24,000",￥100,1天,5分钟,拍卖,无,长垣县人民法院,7,71,7247,26,
车牌为浙A0FP76神行者牌小型越野客车一辆,https://sf.taobao.com/sf_item/564879397283.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,254000,2018/2/24 10:10,11,"￥200,000","￥30,000","￥245,966","￥3,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,9,299,13207,19,
川BAK028丰田牌VIOS/GLI型小汽车,https://sf.taobao.com/sf_item/564890853822.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,17735.47,2018/2/24 10:09,9,"￥10,735.47","￥1,000","￥10,735.47",￥500,1天,5分钟,拍卖,无,绵阳市安州区人民法院,6,133,9517,14,
牌照号为津JXS777精灵牌小型轿车一辆,https://sf.taobao.com/sf_item/564502774167.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,71900,2018/2/24 10:09,2,"￥70,900","￥7,000","￥70,900",￥500,1天,5分钟,拍卖,无,天津市红桥区人民法院,2,70,5576,3,
吉利牌汽车【河北牌照】,https://sf.taobao.com/sf_item/564697180152.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,8600,2018/2/24 10:08,6,"￥8,000","￥1,500","￥9,700",￥100,1天,5分钟,拍卖,无,天津市滨海新区人民法院,2,25,3953,7,
鲁Q999PR小型越野客车,https://sf.taobao.com/sf_item/563774068872.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,519400,2018/2/24 10:08,6,"￥490,000","￥98,000","￥490,000","￥4,900",1天,5分钟,拍卖,无,临沂市兰山区人民法院,2,217,17455,7,
交通肇事车辆,https://sf.taobao.com/sf_item/565042435066.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,63400,2018/2/24 10:08,4,"￥40,000","￥4,000","￥40,000",￥300,1天,5分钟,拍卖,无,廉江市人民法院,13,456,52433,70,
浙JU070R宝马牌WBALM310小型轿车一辆,https://sf.taobao.com/sf_item/564654540318.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,182000,2018/2/24 10:08,16,"￥120,000","￥24,000","￥170,000","￥1,000",1天,5分钟,拍卖,无,台州市路桥区人民法院,13,929,42985,41,
拍卖车牌为浙A376WS福田牌小型普通客车壹辆,https://sf.taobao.com/sf_item/564880257422.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,61000,2018/2/24 10:07,6,"￥35,000","￥7,000","￥35,004","￥2,000",1天,5分钟,拍卖,无,杭州市萧山区人民法院,5,51,5147,14,
被执行人所有的一汽牌轻型货车（黑B11112）,https://sf.taobao.com/sf_item/564612423242.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,18000,2018/2/24 10:06,6,"￥15,000","￥3,000","￥18,750",￥300,1天,5分钟,拍卖,无,齐齐哈尔市梅里斯达斡尔族区人民法院,5,57,3772,11,
被执行人李传伟所有的一汽牌轻型货车,https://sf.taobao.com/sf_item/564612327335.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,15400,2018/2/24 10:06,4,"￥14,200","￥2,000","￥17,750",￥200,1天,5分钟,拍卖,无,齐齐哈尔市梅里斯达斡尔族区人民法院,3,32,3518,7,
浙K7292Y丰田牌小型汽车,https://sf.taobao.com/sf_item/565048123688.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,118000,2018/2/24 10:06,3,"￥40,000","￥3,000","￥45,370","￥1,000",1天,5分钟,拍卖,无,松阳县人民法院,39,1180,23369,49,
闽FAZ871号胜达牌小型汽车,https://sf.taobao.com/sf_item/565048811896.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,85920,2018/2/24 10:05,5,"￥73,920","￥7,400","￥105,600",￥500,1天,5分钟,拍卖,无,长汀县人民法院,7,48,5648,18,
鲁QD12J6宝马520i轿车,https://sf.taobao.com/sf_item/563956967959.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,32500,2018/2/24 10:04,1,"￥32,000","￥6,400","￥32,000",￥500,1天,5分钟,拍卖,无,临沂市兰山区人民法院,4,288,43219,2,
宝马牌X6 小型越野客车（车牌号：川RNV003）一辆,https://sf.taobao.com/sf_item/564063012387.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,353200,2018/2/24 10:04,1,"￥353,200","￥35,000","￥353,200","￥3,500",1天,5分钟,拍卖,无,南部县人民法院,1,119,12701,1,
车牌号为湘J1899C丰田皇冠汽车,https://sf.taobao.com/sf_item/564218454602.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,158300,2018/2/24 10:03,2,"￥118,300","￥10,000","￥118,300","￥1,000",1天,5分钟,拍卖,无,常德市武陵区人民法院,14,402,22868,33,
被执行人李传伟所有东风本田轿车,https://sf.taobao.com/sf_item/564612751470.htm,2018/2/23 10:00,2018/2/24 10:00,第二次拍卖,73000,2018/2/24 10:02,4,"￥60,000","￥10,000","￥75,000","￥1,000",1天,5分钟,拍卖,无,齐齐哈尔市梅里斯达斡尔族区人民法院,9,381,19539,11,
赣C9U718奥迪牌小型汽车一辆,https://sf.taobao.com/sf_item/564818037792.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,132000,2018/2/24 10:02,8,"￥76,000","￥8,000","￥108,200",￥500,1天,5分钟,拍卖,无,宜春市袁州区人民法院,15,517,17910,70,
陕K89310\陕KS185挂北奔牌卡车一辆,https://sf.taobao.com/sf_item/565070819384.htm,2018/2/23 10:00,2018/2/24 10:00,第二次拍卖,120000,2018/2/24 10:01,2,"￥117,000","￥10,000","￥130,000","￥1,000",1天,5分钟,拍卖,无,府谷县人民法院,3,32,2644,4,
豫AW825M雪佛兰轿车,https://sf.taobao.com/sf_item/564730485213.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,68200,2018/2/24 10:00,1,"￥55,000","￥5,500","￥69,090",￥200,1天,5分钟,拍卖,无,林州市人民法院,3,103,7637,35,
牌照号码为豫P1L099北京现代牌BH7162MX,https://sf.taobao.com/sf_item/564286389225.htm,2018/2/23 10:00,2018/2/24 10:00,第二次拍卖,18480,2018/2/24 10:00,0,"￥18,480","￥3,600","￥21,000",￥350,1天,5分钟,拍卖,无,舞钢市人民法院,1,32,4953,1,
东风日产牌小型普通客车,https://sf.taobao.com/sf_item/564423449742.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,91000,2018/2/24 10:00,0,"￥83,000","￥16,000","￥103,000","￥2,000",1天,5分钟,拍卖,无,宝丰县人民法院,3,83,8200,5,
雅阁牌小型轿车,https://sf.taobao.com/sf_item/564424241117.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,43000,2018/2/24 10:00,0,"￥28,000","￥2,000","￥38,000","￥1,000",1天,5分钟,拍卖,无,宝丰县人民法院,9,163,9537,15,
车牌号为豫A-29N98途安牌车辆,https://sf.taobao.com/sf_item/564503021434.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,49000,2018/2/24 10:00,0,"￥23,800","￥4,000","￥28,000",￥300,1天,5分钟,拍卖,无,荥阳市人民法院,23,779,36184,33,
拍卖车牌为皖BY021B骊威牌小型轿车壹辆,https://sf.taobao.com/sf_item/564620900834.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,41000,2018/2/24 10:00,0,"￥26,000","￥5,000","￥37,138","￥3,000",1天,5分钟,拍卖,无,杭州市萧山区人民法院,6,194,7362,3,
浙J3N858桑塔纳牌SVW7182QQD小型轿车一辆,https://sf.taobao.com/sf_item/564767364593.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,21500,2018/2/24 10:00,0,"￥15,000","￥3,000","￥18,000",￥500,1天,5分钟,拍卖,无,台州市路桥区人民法院,9,120,4804,12,
桂JW2333起亚牌YQ27169M（起亚K3）小型轿车一辆,https://sf.taobao.com/sf_item/564785800692.htm,2018/2/23 10:00,2018/2/24 10:00,第二次拍卖,54380,2018/2/24 10:00,0,"￥48,080","￥4,000","￥60,100",￥900,1天,5分钟,拍卖,无,贺州市八步区人民法院,3,220,10451,8,
牌号为苏FK518H雪佛兰小型轿车一辆,https://sf.taobao.com/sf_item/564889041139.htm,2018/2/23 10:00,2018/2/24 10:00,第一次拍卖,86000,2018/2/24 10:00,0,"￥60,000","￥10,000","￥82,000",￥500,1天,5分钟,拍卖,无,南通市崇川区人民法院,16,159,7306,35,
车牌号为苏E1G7W6的北京现代牌小型轿车一辆,https://sf.taobao.com/sf_item/564980342828.htm,2018/2/23 10:00,2018/2/24 10:00,第二次拍卖,45000,2018/2/24 10:00,0,"￥41,000","￥8,000","￥51,000",￥800,1天,5分钟,拍卖,无,张家港市人民法院,3,50,5670,6,
车牌号云S95877东风日产DFL6430MBC1小型越野客车,https://sf.taobao.com/sf_item/564893393331.htm,2018/2/23 9:00,2018/2/24 9:00,第一次拍卖,66500,2018/2/24 9:33,23,"￥43,000","￥5,000","￥43,000",￥500,1天,5分钟,拍卖,无,临沧市临翔区人民法院,15,293,17213,48,
车牌号为川A1UU56，发动机为M156C211492的车辆,https://sf.taobao.com/sf_item/564914479858.htm,2018/2/22 15:00,2018/2/23 15:00,第一次拍卖,699336,2018/2/23 15:40,31,"￥633,336","￥70,000","￥633,336","￥2,000",1天,5分钟,拍卖,无,成都市青羊区人民法院,3,268,30284,34,
浙K93830号丰田汽车一辆,https://sf.taobao.com/sf_item/564867193764.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,37800,2018/2/23 11:44,70,"￥11,900","￥2,000","￥17,000",￥100,1天,5分钟,拍卖,无,丽水市莲都区人民法院,23,326,10965,169,
贵HM2201号五十铃牌皮卡车一辆,https://sf.taobao.com/sf_item/564804034774.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,40800,2018/2/23 10:52,40,"￥22,000","￥2,000","￥30,400",￥100,1天,5分钟,拍卖,无,天柱县人民法院,18,114,4962,124,
京E51260号丰田牌中型普通客车一辆,https://sf.taobao.com/sf_item/564916223542.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,255000,2018/2/23 10:52,105,"￥149,000","￥15,000","￥212,200",￥500,1天,5分钟,拍卖,无,天柱县人民法院,7,151,9937,107,
贵HM5227号东风日产牌小轿车一辆,https://sf.taobao.com/sf_item/564886943945.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,62800,2018/2/23 10:45,82,"￥39,900","￥4,000","￥57,000",￥100,1天,5分钟,拍卖,无,天柱县人民法院,18,223,9873,115,
车牌号为浙A938NK北京现代牌小型轿车一辆,https://sf.taobao.com/sf_item/565030503829.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,61000,2018/2/23 10:45,36,"￥16,000","￥3,000","￥22,812",￥500,1天,5分钟,拍卖,无,杭州市江干区人民法院,30,358,7650,68,
东风牌机动车一辆,https://sf.taobao.com/sf_item/564856486296.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,26900,2018/2/23 10:44,17,"￥20,000","￥3,000","￥20,000",￥300,1天,5分钟,拍卖,无,封丘县人民法院,3,52,3215,23,
车牌号为苏AD16F6宝马WBAKB210(730Li)轿车一辆,https://sf.taobao.com/sf_item/564680672007.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,284000,2018/2/23 10:41,29,"￥208,000","￥20,000","￥260,000","￥1,000",1天,5分钟,拍卖,无,南京市秦淮区人民法院,12,641,29363,65,
贵HP1987号五十铃牌皮卡车一辆,https://sf.taobao.com/sf_item/564623580355.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,40700,2018/2/23 10:40,37,"￥21,000","￥2,000","￥29,500",￥100,1天,5分钟,拍卖,无,天柱县人民法院,16,104,4816,111,
桂BJ0598丰田花冠小型汽车(车辆型号：TV7160GM),https://sf.taobao.com/sf_item/564672428574.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,24700,2018/2/23 10:40,29,"￥23,000","￥2,000","￥28,600",￥50,1天,5分钟,拍卖,无,浦北县人民法院,6,158,12349,32,
车牌号为浙AB925F奥德赛小型普通客车一辆,https://sf.taobao.com/sf_item/565030863312.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,70500,2018/2/23 10:39,23,"￥13,000","￥2,500","￥18,262",￥500,1天,5分钟,拍卖,无,杭州市江干区人民法院,25,412,12773,65,
车牌号为浙A7ZL66的宝马牌小型轿车一辆,https://sf.taobao.com/sf_item/564948538293.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,201000,2018/2/23 10:39,32,"￥96,000","￥18,000","￥136,357",￥500,1天,5分钟,拍卖,无,杭州市江干区人民法院,19,1810,61486,60,
赣G81C83奥迪A6L小汽车,https://sf.taobao.com/sf_item/564917963127.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,156120,2018/2/23 10:39,14,"￥106,120","￥10,000","￥151,600","￥1,000",1天,5分钟,拍卖,无,九江市浔阳区人民法院,7,168,7807,41,
湘BN4488宝马牌小型越野车,https://sf.taobao.com/sf_item/564755597551.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,542000,2018/2/23 10:37,23,"￥420,000","￥70,000","￥498,500","￥1,000",1天,5分钟,拍卖,无,醴陵市人民法院,11,581,19847,39,
车牌号为浙F309CL大众牌SVW71810DJ型小型汽车一辆,https://sf.taobao.com/sf_item/564643896320.htm,2018/2/22 10:00,2018/2/23 10:00,第一次拍卖,100000,2018/2/23 10:33,46,"￥54,000","￥8,000","￥76,580",￥200,1天,5分钟,拍卖,无,海宁市人民法院,15,604,28552,77,
