问题发生时间,平台名称,所在地区,上线时间,出问题原因,url,注册资本,法人,风险暴露时间,注册人数,筹集资金,待收金额,现状
2017/3/7,易商贷,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-958217-1-1.html,18700万元人民币,杜炜,2017年1月11日,"12,135人","215,789,000元",不详,连续多日联系不上，客服号码是空号， 大量到期标的逾期
2017/2/14,遇财网,广东省深圳市,2015/4/22,良性退出,https://www.p2peye.com/thread-948449-1-1.html,1000万元人民币,王石军,2017年1月1日,不详,不详,不详,发布转型公告
2017/2/28,亚太投资,北京市东城区,2014/8/6,,https://www.p2peye.com/thread-954971-1-1.html,"5000万元人民币 
",李乃智,2017年2月25日,28278人,40339.67万,不详,暂停发标，禁止提现
2017/2/14,金品创投,湖南省长沙市,2015/5/18,平台失联,https://www.p2peye.com/thread-948487-1-1.html,5000万元人民币,谢建湘,2016年12月20日,142人,2282500.00元,不详,连续多日联系不上，客服电话无人接听、大量逾期标的、长期不发标
2017/3/2,厚德贷,北京市东城区,2014/10/22,,https://www.p2peye.com/thread-956204-1-1.html,"4400万元人民币
",马磊,2017年2月19日,13119人,"277,239,754元",不详,发布停业公告，限制提现
2017/1/24,互金投资,辽宁省大连市,--,平台失联,https://www.p2peye.com/thread-929628-1-1.html,9877万元人民币,吴跃峰,"2016年03月24日
",不详,不详,不详,网站无法访问
2017/1/24,盈富投资,上海市普陀区,--,平台失联,https://www.p2peye.com/thread-929567-1-1.html,10000万人民币?? ?? ?? ?? ,卜令彤,"2016年05月14日
",不详,不详,不详,网站无法访问
2017/2/9,云泽网,浙江省杭州市,2014/4/10,平台失联,https://www.p2peye.com/thread-932910-1-1.html,450万元 人民币,景斌,不详,不详,不详,不详, 网站无法访问
2017/2/7,信天贷,安徽省合肥市,--,平台失联,https://www.p2peye.com/thread-931499-1-1.html,1000万元人民币,熊群,"2017年02月06日
",不详,"7,687,931.19 元",不详,连续多日联系不上，长时间不发标的，无客服号码，在线客服联系不上
2017/2/7,麦田财富,湖北省武汉市,--,平台失联,https://www.p2peye.com/thread-931741-1-1.html,1000万元人民币,叶志伟,"2017年01月31日
",不详,65358700元,27546066元,连续多日联系不上，客服电话提示是空号
2017/1/24,傲澜金融,上海市宝山区,--,平台失联,https://www.p2peye.com/thread-929544-1-1.html,2000万人民币?? ???? ?? ,狄惠琴,"2016年06月08日
",不详,不详,不详,网站无法访问
2017/1/24,金泰投资,湖南省郴州市,--,平台失联,https://www.p2peye.com/thread-929545-1-1.html,1000万人民币?? ???? ??,邝伟,"2015年01月13日
",不详,不详,不详,网站无法访问
2017/1/24,隆泰恒信投资,陕西省西安市,--,平台失联,https://www.p2peye.com/thread-929598-1-1.html,10000万元人民币,姜喆,"2016年04月08日
",不详,不详,不详,网站无法访问
2017/2/9,联合众创,浙江省宁波市,--,平台失联,https://www.p2peye.com/thread-933456-1-1.html,3000万元 人民币,庄海波,不详,不详,不详,不详,网站无法访问
2017/1/24,北京双盛利投资,北京市朝阳区,--,平台失联,https://www.p2peye.com/thread-929586-1-1.html,2000 万元人民币,李崇枫,"2016年04月12日
",不详,不详,不详,网站无法访问
2017/1/24,玩儿家理财,北京市东城区,2016/2/5,暂停发标,https://www.p2peye.com/thread-929573-1-1.html,1000万人民币?? ???? ??,张琛,"2016年04月22日
",不详,不详,不详,显示为非网贷网站
2017/2/7,浙联储,浙江省宁波市,2014/5/5,提现困难,https://www.p2peye.com/thread-931427-1-1.html,7700万元人民币,陈琳玲,"2016年06月02日
",不详,"1,955,796,304.00元","77,000,000.00元",发布逾期公告
2017/1/24,小鸟在线,上海市金山区,--,平台失联,https://www.p2peye.com/thread-929542-1-1.html,20000万人民币?? ?? ?? ?? ,余彦斌,"2016年06月03日
",不详,不详,不详,网站无法访问
2017/1/24,弘赢商,河南省郑州市,--,平台失联,https://www.p2peye.com/thread-929571-1-1.html,100万人民币?? ???? ??,陈辉,"2016年04月22日
",不详,不详,不详,网站无法访问
2017/1/24,粟米理财,上海市黄浦区,--,提现困难,https://www.p2peye.com/thread-929730-1-1.html,5000万元人民币,杨斌,"2017年01月16日
",不详,273417769.00 元,不详,限额提现
2017/1/24,惠宇投资,北京市房山区,--,平台失联,https://www.p2peye.com/thread-929533-1-1.html,10000 万元 人民币,李兆会,"2016年08月30日
",不详,不详,不详,网站无法访问
2017/2/1,联诺财富,陕西省咸阳市,2016/3/18,平台失联,https://www.p2peye.com/thread-948486-1-1.html,3000万元人民币,刘勇,2016年12月2日,不详,不详,不详,网站无法访问
2017/2/9,理财团,北京市东城区,2014/12/2,警方介入,https://www.p2peye.com/thread-932897-1-1.html?highlight=%C0%ED%B2%C6%CD%C5,10000万元 人民币,代步杰,"2016年07月19日
",不详,"871,151,100.00元",不详,经侦立案
2017/1/24,鲁惠E贷,山东省滨州市,--,平台失联,https://www.p2peye.com/thread-929687-1-1.html,600万元人民币,郭洪敏,"2015年01月16日
",不详,不详,不详,网站无法访问
2017/1/24,小微蚌壳,湖北省武汉市,2015/4/3,平台失联,https://www.p2peye.com/thread-929591-1-1.html,10000万元人民币,王泽军,"2016年04月01日
",不详,不详,不详,网站无法访问
2017/1/24,惠e贷,河北省邯郸市,--,平台失联,https://www.p2peye.com/thread-929690-1-1.html,3000万元人民币,朱献峰,"2016年03月23日
",不详,不详,不详,连续多日联系不上，大量到期标的逾期
2017/1/24,银投信,浙江省杭州市,--,平台失联,https://www.p2peye.com/thread-929570-1-1.html,10000万人民币?? ???? ?? ,姚志高,"2016年04月23日
",不详,不详,不详,网站无法访问
2017/2/9,果投金融,上海市黄浦区,2015/5/4,平台失联,https://www.p2peye.com/thread-932906-1-1.html,3000万元 人民币,李军,不详,3447人,"25,520,300.00元",不详,连续多日联系不上，到期标的显示还款中
2017/1/24,博众金融,北京市东城区,--,平台失联,https://www.p2peye.com/thread-929532-1-1.html,不详,不详,"2016年08月25日
",不详,不详,不详,网站无法访问
2017/1/24,龙锰财富,山东省济南市,2016/1/18,平台失联,https://www.p2peye.com/thread-929702-1-1.html,1200万元人民币,李盟,"2016年03月10日
",不详,不详,不详,网站无法访问
2017/1/23,卓越四海,天津市武清区,--,平台失联,https://www.p2peye.com/thread-929529-1-1.html,10000万元 人民币,柴玉良,"2016年10月08日
",不详,不详,不详,网站无法访问
2017/1/24,早点儿理财,北京市东城区,2015/7/1,提现困难,https://www.p2peye.com/thread-929576-1-1.html,10000万人民币?? ???? ??,魏生,"2016年01月05日
",不详,不详,不详,限制提现，投资标的清空
2017/2/7,好易投,广东省深圳市,2015/10/12,平台失联,https://www.p2peye.com/thread-931501-1-1.html,18700万元人民币,杜炜,"2017年01月16日
",不详,不详,不详,连续多日联系不上，限制提现
2017/1/23,一诺金融,山东省滨州市,--,平台失联,https://www.p2peye.com/thread-929380-1-1.html,5000 万元 人民币,沈俊生,"2016年11月13日
",不详,不详,不详,网站无法访问
2017/1/24,好运来金融,福建省龙岩市,--,平台失联,https://www.p2peye.com/thread-929700-1-1.html,5000万元人民币,谢文敏,"2016年03月06日
",不详,不详,不详,网站无法访问
2017/1/23,逸泰金服,黑龙江省哈尔滨市,--,平台失联,https://www.p2peye.com/thread-929528-1-1.html,12000万元 人民币,惠兴玉,"2016年10月17日
",不详,不详,不详,网站无法访问
2017/1/23,中银财富,北京市朝阳区,--,平台失联,https://www.p2peye.com/thread-929379-1-1.html,1000 万元 人民币,何俊龙,"2017年01月05日
",不详,不详,不详,网站无法访问
2017/1/23,显伟创投资,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-929525-1-1.html,5000 万元 人民币,李伟,"2016年10月28日
",不详,不详,不详,网站无法访问
2017/1/23,中天金融,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-929376-1-1.html,不详,域名注册人cheng wei jun,"2017年01月10日
",不详,不详,不详,网站无法访问
2017/1/23,万运股权/万运财富,浙江省杭州市,--,平台失联,https://www.p2peye.com/thread-929378-1-1.html,,,,,,,
2017/1/22,豆豆金服,上海市黄浦区,--,平台失联,https://www.p2peye.com/thread-928946-1-1.html,2000万元人民币,汪建华,"2017年01月22日
",不详,不详,不详,网站无法访问
2017/1/19,奶瓶儿理财,北京市东城区,--,提现困难,https://www.p2peye.com/thread-928273-1-1.html,10000万元人民币,魏生,"2017年01月17日
",443607人,428125361元,不详,限制提现
2017/1/17,鑫宝贷,浙江省衢州市,--,平台失联,https://www.p2peye.com/thread-927156-1-1.html,5000万元 人民币,王章洪,"2016年08月24日
",927人,18860000元,不详,连续多日联系不上，客服号码停机，大量到期标的显示为还款中
2017/1/17,乾东宝,浙江省宁波市,2016/7/19,平台失联,https://www.p2peye.com/thread-927150-1-1.html,5000万元 人民币,毛力军,"2017年01月14日
",293人,"9,722,899.78元",不详,连续多日联系不上，客服电话提示为空号， 到期标的逾期
2017/1/17,丰汇财富,山东省济南市,2015/3/15,平台失联,https://www.p2peye.com/thread-927155-1-1.html,1000万元 人民币,徐京河,"2016年09月17日
",2497人,"73,660,000.00元",不详,连续多日联系不上，大量到期标的显示为还款中
2017/1/17,华信财富,四川省成都市,--,终止运营,https://www.p2peye.com/thread-927149-1-1.html,1000万元 人民币,魏自超,"2017年01月14日
",不详,不详,不详,显示为博彩类网站
2017/1/17,优舸普惠,上海市长宁区,2016/7/11,平台失联,https://www.p2peye.com/thread-927153-1-1.html,8900万元 人民币,谷建龙,"2017年01月14日
",不详,"2,658,208元","41,983元",连续多日联系不上，客服电话提示无法接通
2017/1/22,蓝金所,广东省深圳市,2015/9/9,平台失联,https://www.p2peye.com/thread-928941-1-1.html,5000万元人民币,张燕,"2016年08月08日
",不详,不详,不详,发布逾期公告，客服电话长期无人接听
2017/1/17,万银理财,浙江省台州市,2016/10/1,平台失联,https://www.p2peye.com/thread-927154-1-1.html,1000万元 人民币,田小丹,"2017年01月14日
",448人,360000.00元,不详,连续多日联系不上，客服电话提示为空号，大量到期标的显示为还款中
2017/1/17,同诚财富,河北省石家庄市,2013/6/10,终止运营,https://www.p2peye.com/thread-927161-1-1.html,6000万人民币,王志强,"2017年01月17日
",不详,不详,不详,转型为放贷类网站
2017/1/17,海铂投资,上海市嘉定区,--,平台失联,https://www.p2peye.com/thread-927145-1-1.html,10000万元 人民币,何斌,"2017年01月16日
",不详,不详,不详,网站长期显示升级中
2017/1/17,启赢投资,安徽省合肥市,--,平台失联,https://www.p2peye.com/thread-927159-1-1.html,1000万元人民币,马超,"2017年01月02日
",不详,不详,不详,网站无法访问
2017/1/13,天月投资/金靓投资,河北省石家庄市,--,平台失联,https://www.p2peye.com/thread-925566-1-1.html,,,,,,,
2017/1/13,汇安金服,山东省济南市,--,平台失联,https://www.p2peye.com/thread-925569-1-1.html,10000万元 人民币,张晋滔,"2016年12月07日
",602人,"￥600,000.00元",不详,连续多日联系不上，大量到期标的显示还款中
2017/1/13,中瑞国际,北京市,--,平台失联,https://www.p2peye.com/thread-925568-1-1.html,非备案网站，不详,非备案网站，不详,"2016年09月30日
",不详,不详,不详,网站无法访问
2017/1/19,聪明投,北京市东城区,2016/7/19,提现困难,https://www.p2peye.com/thread-928274-1-1.html,1000万元人民币,刘畅达,"2016年12月29日
","44,654人","170,147,595元",不详,限制提现
2017/1/13,多彩云众筹,北京市,--,提现困难,https://www.p2peye.com/thread-925574-1-1.html,6000万元 人民币,陈体江,"2017年12月27日
",不详,不详,不详,提现困难
2017/1/17,高隆贷,浙江省宁波市,2016/6/3,平台失联,https://www.p2peye.com/thread-927148-1-1.html,5000万元 人民币,戴伟峰,"2017年01月14日
",741人,"819,500元",不详,连续多日联系不上，客服电话提示为无此业务号码
2017/1/22,平安创新资本投资,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-928944-1-1.html,400000万元人民币,谈清,"2017年01月21日
",不详,不详,不详,网站无法访问
2017/1/19,e人e贷,广东省深圳市,2014/5/30,提现困难,https://www.p2peye.com/thread-928275-1-1.html,5000万元人民币,周海林,"2017年01月10日
",不详,102459.62万元,3140.58万元,"限制提现，大量到期标的显示还款中
"
2017/1/19,万财金服,浙江省杭州市,2016/12/12,终止运营,https://www.p2peye.com/thread-928276-1-1.html,3000万元人民币,贺鑫泽,"2017年01月10日
","10,104人","公告数据3500余万元/首页数据38,729,892.78元",1900余万元, 发布限提现，停止运营公告
2017/1/13,鑫晟财富,北京市,--,平台失联,https://www.p2peye.com/thread-925564-1-1.html,8000万元 人民币,刘宝,"2016年11月15日
",不详,不详,不详, 连续多日联系不上，客服电话无法接通
2017/1/22,中诚信投资,山东省临沂市,--,平台失联,https://www.p2peye.com/thread-928943-1-1.html,不详,不详/朱小杨,"2017年01月21日
",不详,不详,不详,网站无法访问
2017/1/13,富徕宝,广东省深圳市,--,平台失联,https://www.p2peye.com/thread-925559-1-1.html,20000万元 人民币,许丽荣,"2016年12月01日
",不详,不详,不详,网站无法访问
2017/1/13,中葵财富,山东省淄博市,--,平台失联,https://www.p2peye.com/thread-925565-1-1.html,1000万元 人民币,高伟,"2016年11月01日
",不详,不详,不详,网站无法访问
2017/1/23,源坤资本（假冒源坤资本）,浙江省杭州市,--,平台失联,https://www.p2peye.com/thread-929526-1-1.html,100万元 人民币,徐晓东,"2016年10月28日
",不详,不详,不详,网站无法访问
2017/1/17,顺财网,山东省日照市,--,平台失联,https://www.p2peye.com/thread-927152-1-1.html,3000万元 人民币,李云青,"2016年09月11日
",不详,不详,不详,网站无法访问
2017/1/13,臣中投资,广西南宁市,--,平台失联,https://www.p2peye.com/thread-925567-1-1.html,6000万元 人民币,杨汗军,"2016年07月15日
",不详,不详,不详,网站无法访问
2017/1/13,安逸投,浙江省杭州市,2016/7/12,提现困难,https://www.p2peye.com/thread-925576-1-1.html,2000万元 人民币,金鑫,"2016年11月09日
",不详,不详,不详,提现困难
2017/1/13,凯广投资,上海市,--,平台失联,https://www.p2peye.com/thread-925558-1-1.html,5000万元 人民币,朱长根,"2016年12月13日
",不详,不详,不详,网站无法访问
2017/1/13,恒通金服,广东省深圳市,2016/8/27,平台失联,https://www.p2peye.com/thread-925561-1-1.html,1000万元 人民币,梁庆和,"2016年11月09日
",不详,不详,不详,网站无法访问，显示为空白页
2017/1/13,泰牛网,上海市,--,提现困难,https://www.p2peye.com/thread-925572-1-1.html,5000万元 人民币,俞真辉,"2017年01月07日
",6405人 ,"112,964,400.00元",不详,限制提现
2017/1/13,皖平财富,安徽省合肥市,2014/3/2,提现困难,https://www.p2peye.com/thread-925562-1-1.html,3000万元 人民币,王敏,"2016年01月12日
",4364人,￥224589945.69元,不详,大量到期标的逾期，欠款强制转为众筹，否则不予提现详见公告说明
2017/1/13,小宝金服,广东省深圳市,2015/10/1,提现困难,https://www.p2peye.com/thread-925571-1-1.html,19000万元 人民币,张晓滨,"2017年01月06日
",174815位,3亿1907万元,不详,限制提现
2017/1/11,满满贷,湖南省长沙市,2013/1/8,提现困难,https://www.p2peye.com/thread-924116-1-1.html,5000万元 人民币,张志红,"2017年01月07日
",不详,不详,不详,限额提现
2017/1/13,稳银在线,广东省深圳市,2016/6/28,提现困难,https://www.p2peye.com/thread-925570-1-1.html,5000万元 人民币,杨亦兵,"2017年01月12日
",不详,不详,不详,提现困难，发布限额提现公告
2017/1/13,全支宝,广东省佛山市,2016/1/29,平台失联,https://www.p2peye.com/thread-925575-1-1.html,1000万元 人民币,张二良,"2017年12月28日
",不详,不详,不详,网站无法访问
2017/1/11,宝典创投,江苏省泰州市,2013/8/3,平台失联,https://www.p2peye.com/thread-924125-1-1.html,3000万元 人民币,王毅,"2016年09月20日
",7785人,见http://www.baodianct.com/rundata/index.html,[td=460]见http://www.baodianct.com/rundata/index.html[/td],联系多日联系不上，经侦介入
2017/1/11,同江金融,北京市,2013/1/8,提现困难,https://www.p2peye.com/thread-924119-1-1.html,3000万元 人民币,江文才,"2017年01月10日
",200000人,2032349860元,不详,限制提现
