标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价,总跳跃幅度,总跳跃次数,平均跳跃幅度,前期总跳跃幅度,前期总跳跃次数,前期平均跳跃幅度,中期总跳跃幅度,中期总跳跃次数,中期平均跳跃幅度,后期总跳跃幅度,后期总跳跃次数,后期平均跳跃幅度,竞买记录,跳跃记录
车牌号为鲁A1L021的别克牌轿车一辆,https://sf.taobao.com/sf_item/564625982504.htm,2018/2/10 10:00,2018/2/11 10:00,第一次拍卖,73030,2018/2/11 10:03,3,"54,500","5,450","54,500","1,090",1天,5分钟,拍卖,无,山东省济南市中级人民法院,6,74,6201,18,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564625982504.csv,.\data\564625982504jump.csv
宝来牌闽JB0071轿车一辆,https://sf.taobao.com/sf_item/564092331947.htm,2018/2/10 10:00,2018/2/11 10:00,第一次拍卖,52800,2018/2/11 10:00,0,"49,600","9,000","49,600",800,1天,5分钟,拍卖,无,古田县人民法院,3,86,9279,5,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564092331947.csv,.\data\564092331947jump.csv
别克牌车号为宁A&bull;X2431号小型客车,https://sf.taobao.com/sf_item/564370936161.htm,2018/2/10 10:00,2018/2/11 10:00,第一次拍卖,189600,2018/2/11 10:00,0,"165,600","20,000","184,000","1,500",1天,5分钟,拍卖,无,银川市兴庆区人民法院,2,70,5042,17,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564370936161.csv,.\data\564370936161jump.csv
鲁A907H9桑塔纳牌轿车一辆,https://sf.taobao.com/sf_item/564466684877.htm,2018/2/10 10:00,2018/2/11 10:00,第一次拍卖,16000,2018/2/11 10:00,0,"16,000","2,000","16,000",100,1天,5分钟,拍卖,无,商河县人民法院,2,41,6504,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564466684877.csv,.\data\564466684877jump.csv
集装箱牵引车28辆挂车23辆,https://sf.taobao.com/sf_item/564573174905.htm,2018/2/10 10:00,2018/2/11 10:00,第一次拍卖,495600,2018/2/11 10:00,0,"495,600","90,000","619,500","4,900",1天,5分钟,拍卖,无,威海市环翠区人民法院,1,36,2820,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564573174905.csv,.\data\564573174905jump.csv
粤KG3979（北京现代）小型汽车,https://sf.taobao.com/sf_item/564628450204.htm,2018/2/10 10:00,2018/2/11 10:00,第一次拍卖,9000,2018/2/11 10:00,0,"2,000",400,"2,000","1,000",1天,5分钟,拍卖,无,高州市人民法院,8,84,7840,8,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564628450204.csv,.\data\564628450204jump.csv
冀T3501W号长城皮卡车,https://sf.taobao.com/sf_item/564671275225.htm,2018/2/10 10:00,2018/2/11 10:00,第一次拍卖,49000,2018/2/11 10:00,0,"49,000","5,000","49,000",200,1天,5分钟,拍卖,无,故城县人民法院,2,61,4010,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564671275225.csv,.\data\564671275225jump.csv
川AW80T0号（比亚迪S6）汽车,https://sf.taobao.com/sf_item/564406240841.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,37600,2018/2/10 10:57,36,"27,000","3,000","30,500",200,1天,5分钟,拍卖,无,叙永县人民法院,13,195,8490,53,,200,1,200,0,0,0,0,0,0,200,1,200,.\data\564406240841.csv,.\data\564406240841jump.csv
津BK6518长城牌小型普通客车,https://sf.taobao.com/sf_item/564624143673.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,28600,2018/2/10 10:47,38,"7,800",780,"7,800",200,1天,5分钟,拍卖,无,天津市津南区人民法院,13,28,3543,65,,8000,9,888.8888889,0,0,0,4200,5,840,3800,4,950,.\data\564624143673.csv,.\data\564624143673jump.csv
车号为粤SQ384A日产颐达牌小型汽车,https://sf.taobao.com/sf_item/564373640087.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,24750,2018/2/10 10:33,91,"5,250",500,"7,500",100,1天,5分钟,拍卖,无,广东省云浮市中级人民法院,25,243,17458,151,,4500,11,409.0909091,1600,5,320,0,0,0,2900,6,483.3333333,.\data\564373640087.csv,.\data\564373640087jump.csv
车牌号为苏JDQ380的梅赛德斯-奔驰BJ7182EVXL小汽车,https://sf.taobao.com/sf_item/564360424433.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,279500,2018/2/10 10:28,13,"227,500","20,000","325,000","2,000",1天,5分钟,拍卖,无,盐城市大丰区人民法院,11,192,15014,27,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564360424433.csv,.\data\564360424433jump.csv
宝骏牌560小型汽车,https://sf.taobao.com/sf_item/563973170742.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,61750,2018/2/10 10:27,26,"42,350","8,000",,100,1天,5分钟,拍卖,无,广西壮族自治区柳州市中级人民法院,13,315,14940,52,"60,500",14300,12,1191.666667,3600,1,3600,7300,6,1216.666667,3400,5,680,.\data\563973170742.csv,.\data\563973170742jump.csv
任青军名下豫B59X80号汽车,https://sf.taobao.com/sf_item/564613331909.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,77800,2018/2/10 10:25,53,"54,800","5,500","78,250",200,1天,5分钟,拍卖,无,开封市金明区人民法院,16,237,15997,74,,8400,12,700,0,0,0,5400,3,1800,3000,9,333.3333333,.\data\564613331909.csv,.\data\564613331909jump.csv
未上牌马自达牌多用途乘用车,https://sf.taobao.com/sf_item/564430136086.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,141439.2,2018/2/10 10:22,61,"67,439.20","13,000","84,299","1,000",1天,5分钟,拍卖,无,武汉市江汉区人民法院,6,116,10841,68,,7000,4,1750,0,0,0,0,0,0,7000,4,1750,.\data\564430136086.csv,.\data\564430136086jump.csv
（破）丰田牌轿车,https://sf.taobao.com/sf_item/564851991233.htm,2018/2/9 10:00,2018/2/10 10:00,重新拍卖,61000,2018/2/10 10:22,11,"42,000","5,000","60,511","1,000",1天,5分钟,拍卖,无,温州嘉鸿房地产开发有限公司管理人,13,240,17022,18,,2000,1,2000,0,0,0,2000,1,2000,0,0,0,.\data\564851991233.csv,.\data\564851991233jump.csv
浙J0AY37号奥迪牌小型汽车,https://sf.taobao.com/sf_item/564502257380.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,141100,2018/2/10 10:21,28,"72,100","14,420","103,000","1,000",1天,5分钟,拍卖,无,台州市椒江区人民法院,17,655,27568,67,,3000,2,1500,0,0,0,3000,2,1500,0,0,0,.\data\564502257380.csv,.\data\564502257380jump.csv
宝马X5小型越野客车,https://sf.taobao.com/sf_item/564506777015.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,362000,2018/2/10 10:21,10,"348,000","20,000","348,000","1,000",1天,5分钟,拍卖,无,德昌县人民法院,4,142,11398,14,,1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\564506777015.csv,.\data\564506777015jump.csv
车牌号为浙AA3B13的帕萨特牌小型轿车一辆,https://sf.taobao.com/sf_item/564663311955.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,26800,2018/2/10 10:20,7,"8,800","1,500","11,046","1,000",1天,5分钟,拍卖,无,杭州市滨江区人民法院,7,22,5242,13,,6000,1,6000,6000,1,6000,0,0,0,0,0,0,.\data\564663311955.csv,.\data\564663311955jump.csv
浙GHJ796号小型汽车,https://sf.taobao.com/sf_item/564409224112.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,59500,2018/2/10 10:18,19,"30,000","6,000","36,000",500,1天,5分钟,拍卖,无,兰溪市人民法院,6,130,10848,28,,16000,8,2000,0,0,0,9000,2,4500,7000,6,1166.666667,.\data\564409224112.csv,.\data\564409224112jump.csv
车牌为苏JPT060的上海大众桑塔纳牌小汽车,https://sf.taobao.com/sf_item/564469917296.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,48700,2018/2/10 10:18,10,"35,700","4,000","51,000",500,1天,5分钟,拍卖,无,盐城市大丰区人民法院,9,125,6939,20,,3500,2,1750,0,0,0,3500,2,1750,0,0,0,.\data\564469917296.csv,.\data\564469917296jump.csv
湘DL4502白色北京现代小轿车,https://sf.taobao.com/sf_item/564576734364.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,60100,2018/2/10 10:17,10,"45,100","8,000","45,100","1,000",1天,5分钟,拍卖,无,衡阳市蒸湘区人民法院,7,133,6236,15,,1000,1,1000,0,0,0,0,0,0,1000,1,1000,.\data\564576734364.csv,.\data\564576734364jump.csv
豫A303UA号雷诺牌轿车一辆,https://sf.taobao.com/sf_item/564502998938.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,88300,2018/2/10 10:17,45,"60,800","5,000","76,000",500,1天,5分钟,拍卖,无,新密市人民法院,6,112,8003,48,,4000,2,2000,0,0,0,0,0,0,4000,2,2000,.\data\564502998938.csv,.\data\564502998938jump.csv
车牌号为浙AL287J的奥迪牌小型轿车壹辆,https://sf.taobao.com/sf_item/564518149802.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,39500,2018/2/10 10:13,14,"11,000","2,200","14,711",500,1天,5分钟,拍卖,无,杭州市萧山区人民法院,7,112,15512,30,,14000,6,2333.333333,2500,1,2500,11500,5,2300,0,0,0,.\data\564518149802.csv,.\data\564518149802jump.csv
浙F10U02奥迪牌汽车一辆,https://sf.taobao.com/sf_item/564533402414.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,193000,2018/2/10 10:12,15,"125,000","25,000","177,764","1,000",1天,5分钟,拍卖,无,嘉兴市南湖区人民法院,14,365,14462,51,,18000,4,4500,0,0,0,18000,4,4500,0,0,0,.\data\564533402414.csv,.\data\564533402414jump.csv
车牌号为黑LJT687号宝骏牌小型客车,https://sf.taobao.com/sf_item/564430008646.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,51240,2018/2/10 10:12,10,"45,840","3,000","57,300",450,1天,5分钟,拍卖,无,依兰县人民法院,5,79,5233,12,,450,1,450,0,0,0,0,0,0,450,1,450,.\data\564430008646.csv,.\data\564430008646jump.csv
浙F13T53奥迪牌小型汽车一辆,https://sf.taobao.com/sf_item/564508354434.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,179000,2018/2/10 10:10,33,"125,000","25,000","171,838","1,000",1天,5分钟,拍卖,无,嘉兴市南湖区人民法院,15,271,13192,51,,4000,1,4000,0,0,0,4000,1,4000,0,0,0,.\data\564508354434.csv,.\data\564508354434jump.csv
粤QZR358号小型汽车,https://sf.taobao.com/sf_item/564391732466.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,135260,2018/2/10 10:10,14,"83,260","8,000","83,260","1,000",1天,5分钟,拍卖,无,阳江市江城区人民法院,17,425,17505,48,,5000,4,1250,0,0,0,4000,3,1333.333333,1000,1,1000,.\data\564391732466.csv,.\data\564391732466jump.csv
苏NG5012号汽车现代御翔牌小型汽车,https://sf.taobao.com/sf_item/564499509646.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,24290,2018/2/10 10:09,14,"20,090","3,000","28,700",300,1天,5分钟,拍卖,无,宿迁市宿城区人民法院,3,55,6205,15,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564499509646.csv,.\data\564499509646jump.csv
桑塔纳牌SVW7180LED小型汽车,https://sf.taobao.com/sf_item/564593953987.htm,2018/2/9 10:00,2018/2/10 10:00,第二次拍卖,12500,2018/2/10 10:09,3,"11,900","2,380","17,712",200,1天,5分钟,拍卖,无,衡水市桃城区人民法院,2,10,2621,4,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564593953987.csv,.\data\564593953987jump.csv
车牌号为浙AP876P的奥迪牌小型轿车壹辆,https://sf.taobao.com/sf_item/564409076006.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,230000,2018/2/10 10:05,8,"108,000","21,000","153,055","1,000",1天,5分钟,拍卖,无,杭州市萧山区人民法院,13,319,18847,25,,98000,14,7000,34000,3,11333.33333,32000,7,4571.428571,32000,4,8000,.\data\564409076006.csv,.\data\564409076006jump.csv
车牌号为苏A84000、苏A84001等36辆金龙牌、申龙牌大型普通客车,https://sf.taobao.com/sf_item/564514245899.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,1499000,2018/2/10 10:05,2,"1,489,000","100,000",,"5,000",1天,5分钟,拍卖,无,南京市鼓楼区人民法院,3,30,4422,3,"1,489,000",0,0,0,0,0,0,0,0,0,0,0,0,.\data\564514245899.csv,.\data\564514245899jump.csv
大众牌小型汽车一辆,https://sf.taobao.com/sf_item/564853367024.htm,2018/2/7 10:00,2018/2/10 10:00,第二次拍卖,123390,2018/2/10 10:03,1,"96,390","5,000","126,000","1,000",3天,5分钟,拍卖,无,永德县人民法院,9,189,11701,24,,4000,4,1000,0,0,0,4000,4,1000,0,0,0,.\data\564853367024.csv,.\data\564853367024jump.csv
郭丽霞名下宁A39821号解放牌重型自卸货车,https://sf.taobao.com/sf_item/564378362687.htm,2018/2/9 10:00,2018/2/10 10:00,第二次拍卖,78163.88,2018/2/10 10:00,1,"78,163.88","8,000","102,175","1,000",1天,5分钟,拍卖,无,石嘴山市大武口区人民法院,1,20,3369,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564378362687.csv,.\data\564378362687jump.csv
车牌号为云ATG256雪佛兰牌小型轿车一辆,https://sf.taobao.com/sf_item/564534994864.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,25000,2018/2/10 10:00,1,"14,000","2,800","19,243","1,000",1天,5分钟,拍卖,无,昆明市西山区人民法院,5,110,10031,12,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564534994864.csv,.\data\564534994864jump.csv
鲁A6N267号车辆,https://sf.taobao.com/sf_item/564393816970.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,474620,2018/2/10 10:00,0,"373,120","55,000","466,400","3,500",1天,5分钟,拍卖,无,济南市槐荫区人民法院,5,67,9555,30,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564393816970.csv,.\data\564393816970jump.csv
云H15196号五十铃牌货车,https://sf.taobao.com/sf_item/564654023758.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,32900,2018/2/10 10:00,0,"32,900","5,000","32,900",500,1天,5分钟,拍卖,无,麻栗坡县人民法院,1,14,1838,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564654023758.csv,.\data\564654023758jump.csv
津D17658丰田牌小汽车,https://sf.taobao.com/sf_item/564666587547.htm,2018/2/9 10:00,2018/2/10 10:00,第一次拍卖,142000,2018/2/10 10:00,0,"115,000","11,500","115,000","1,000",1天,5分钟,拍卖,无,天津市宁河区人民法院,5,150,7748,7,,21000,2,10500,21000,2,10500,0,0,0,0,0,0,.\data\564666587547.csv,.\data\564666587547jump.csv
奥迪牌轿车,https://sf.taobao.com/sf_item/564807933702.htm,2018/2/9 10:00,2018/2/10 10:00,第二次拍卖,149000,2018/2/10 10:00,0,"149,000","15,000","184,100","1,000",1天,5分钟,拍卖,无,长丰县人民法院,1,35,9643,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564807933702.csv,.\data\564807933702jump.csv
车牌为苏F278ES解放牌CA6400A4小型面包车,https://sf.taobao.com/sf_item/564944591385.htm,2018/2/8 15:00,2018/2/9 15:00,第二次拍卖,8150,2018/2/9 15:00,0,"6,720","1,300","12,000",130,1天,5分钟,拍卖,无,江苏省南通市中级人民法院,6,16,2239,11,,130,1,130,0,0,0,130,1,130,0,0,0,.\data\564944591385.csv,.\data\564944591385jump.csv
郸城县人民法院关于拍卖朱瑞敏车辆的公告,https://sf.taobao.com/sf_item/564612723631.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,238000,2018/2/9 11:39,39,"191,000","10,000","191,000","1,000",1天,5分钟,拍卖,无,郸城县人民法院,6,114,8502,45,,3000,1,3000,0,0,0,3000,1,3000,0,0,0,.\data\564612723631.csv,.\data\564612723631jump.csv
车牌号为闽AG8179的小型轿车,https://sf.taobao.com/sf_item/564456919032.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,25300,2018/2/9 11:06,27,"8,000","1,000","8,000",100,1天,5分钟,拍卖,无,平潭县人民法院,27,378,19276,101,,7300,13,561.5384615,1800,5,360,4000,5,800,1500,3,500,.\data\564456919032.csv,.\data\564456919032jump.csv
浙A8CV97森林人牌小型越野客车一辆,https://sf.taobao.com/sf_item/564051636734.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,126000,2018/2/9 10:57,60,"68,000","13,000","85,000",500,1天,5分钟,拍卖,无,临安市人民法院,19,492,16095,71,,23000,13,1769.230769,0,0,0,0,0,0,23000,13,1769.230769,.\data\564051636734.csv,.\data\564051636734jump.csv
浙ANB311北京现代牌小型轿车一辆,https://sf.taobao.com/sf_item/564435369798.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,65500,2018/2/9 10:50,29,"15,000","3,000","15,000",500,1天,5分钟,拍卖,无,临安市人民法院,15,64,2899,41,,30500,5,6100,0,0,0,20000,1,20000,10500,4,2625,.\data\564435369798.csv,.\data\564435369798jump.csv
车牌号为浙AQ636H的思域牌小型轿车壹辆,https://sf.taobao.com/sf_item/564632487153.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,98800,2018/2/9 10:50,57,"41,300","8,200","58,923",500,1天,5分钟,拍卖,无,杭州市萧山区人民法院,12,119,3952,72,,22000,5,4400,0,0,0,13000,2,6500,9000,3,3000,.\data\564632487153.csv,.\data\564632487153jump.csv
苏MTD333捷豹牌小型轿车,https://sf.taobao.com/sf_item/564505614823.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,296400,2018/2/9 10:49,36,"243,600","45,000","348,000","1,200",1天,5分钟,拍卖,无,泰兴市人民法院,9,235,12055,45,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564505614823.csv,.\data\564505614823jump.csv
苏E6DD31帕萨特牌汽车,https://sf.taobao.com/sf_item/564549190556.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,82600,2018/2/9 10:42,99,"35,000","7,000","50,000",200,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,28,203,10176,183,,11200,14,800,7800,6,1300,2800,5,560,600,3,200,.\data\564549190556.csv,.\data\564549190556jump.csv
本田牌汽车,https://sf.taobao.com/sf_item/564506858114.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,132890,2018/2/9 10:39,32,"57,890","5,000","82,700",500,1天,5分钟,拍卖,无,上饶市信州区人民法院,26,643,14799,148,,1500,2,750,1000,1,1000,0,0,0,500,1,500,.\data\564506858114.csv,.\data\564506858114jump.csv
苏E6CK39 丰田牌汽车,https://sf.taobao.com/sf_item/564478053793.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,140000,2018/2/9 10:38,52,"82,000","16,000","116,000",500,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,18,286,11461,100,,8500,4,2125,2500,1,2500,4000,1,4000,2000,2,1000,.\data\564478053793.csv,.\data\564478053793jump.csv
北京现代朗动轿车（车牌号：川RL7993）一辆,https://sf.taobao.com/sf_item/564366036192.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,62500,2018/2/9 10:37,18,"26,000","2,000","26,000",500,1天,5分钟,拍卖,无,南部县人民法院,19,307,10932,48,,13000,6,2166.666667,13000,6,2166.666667,0,0,0,0,0,0,.\data\564366036192.csv,.\data\564366036192jump.csv
苏E5RU68帕萨特牌汽车,https://sf.taobao.com/sf_item/564547518951.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,81200,2018/2/9 10:36,81,"34,000","6,000","47,500",200,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,26,358,12882,173,,12800,15,853.3333333,9000,8,1125,3800,7,542.8571429,0,0,0,.\data\564547518951.csv,.\data\564547518951jump.csv
苏E6DD33 帕萨特牌汽车,https://sf.taobao.com/sf_item/564369200103.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,83400,2018/2/9 10:35,76,"35,000","7,000","50,000",200,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,24,367,15251,152,,18200,10,1820,10800,3,3600,2800,4,700,4600,3,1533.333333,.\data\564369200103.csv,.\data\564369200103jump.csv
渝BWG007号宝马小型轿车,https://sf.taobao.com/sf_item/564459919871.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,653680,2018/2/9 10:33,57,"417,680","42,000","522,100","2,000",1天,5分钟,拍卖,无,重庆市长寿区人民法院,13,234,12923,78,,82000,3,27333.33333,0,0,0,82000,3,27333.33333,0,0,0,.\data\564459919871.csv,.\data\564459919871jump.csv
车牌号为皖BHB187号路虎揽胜小型越野车一辆,https://sf.taobao.com/sf_item/564413415246.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,263000,2018/2/9 10:32,77,"168,000","30,000","240,000","1,000",1天,5分钟,拍卖,无,南京市江宁区人民法院,12,333,13225,89,,7000,4,1750,0,0,0,0,0,0,7000,4,1750,.\data\564413415246.csv,.\data\564413415246jump.csv
苏E2WR99 宝马牌汽车,https://sf.taobao.com/sf_item/564550038034.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,130500,2018/2/9 10:32,81,"70,000","14,000","100,000",500,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,9,224,16109,105,,8500,2,4250,3000,1,3000,5500,1,5500,0,0,0,.\data\564550038034.csv,.\data\564550038034jump.csv
苏EVA878梅赛德斯奔驰汽车一辆,https://sf.taobao.com/sf_item/564326036991.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,242000,2018/2/9 10:32,20,"182,000","30,000","260,000","3,000",1天,5分钟,拍卖,无,苏州市吴江区人民法院,3,73,12259,21,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564326036991.csv,.\data\564326036991jump.csv
津GFP788开瑞牌小型普通客车,https://sf.taobao.com/sf_item/564303637560.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,27350,2018/2/9 10:32,62,"8,000",800,"8,000",150,1天,5分钟,拍卖,无,天津市津南区人民法院,13,33,4595,92,,5700,9,633.3333333,0,0,0,4950,6,825,750,3,250,.\data\564303637560.csv,.\data\564303637560jump.csv
苏E6CV76别克牌汽车,https://sf.taobao.com/sf_item/564478001185.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,109800,2018/2/9 10:30,77,"55,000","11,000","78,000",400,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,21,224,8822,133,,2000,1,2000,0,0,0,2000,1,2000,0,0,0,.\data\564478001185.csv,.\data\564478001185jump.csv
苏E3JD87 别克牌汽车,https://sf.taobao.com/sf_item/564478853856.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,66700,2018/2/9 10:29,30,"49,000","9,000","70,000",300,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,9,81,6344,36,,7200,6,1200,0,0,0,300,1,300,6900,5,1380,.\data\564478853856.csv,.\data\564478853856jump.csv
苏E6DA93 帕萨特牌汽车,https://sf.taobao.com/sf_item/564629191122.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,78200,2018/2/9 10:26,76,"35,000","7,000","50,000",200,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,29,179,8264,193,,4800,10,480,800,1,800,3000,7,428.5714286,1000,2,500,.\data\564629191122.csv,.\data\564629191122jump.csv
浙G575EK思域牌小型汽车,https://sf.taobao.com/sf_item/564358602430.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,82000,2018/2/9 10:26,11,"51,000","10,000","72,000","1,000",1天,5分钟,拍卖,无,东阳市人民法院,11,342,12454,25,,7000,4,1750,4000,2,2000,2000,1,2000,1000,1,1000,.\data\564358602430.csv,.\data\564358602430jump.csv
宝马X6,https://sf.taobao.com/sf_item/564507830312.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,443070.6,2018/2/9 10:26,14,"346,190.60","35,000","494,558","1,730",1天,5分钟,拍卖,无,贵州省贵阳市中级人民法院,8,145,8078,43,,24220,1,24220,0,0,0,24220,1,24220,0,0,0,.\data\564507830312.csv,.\data\564507830312jump.csv
苏E5AD95 帕萨特牌汽车,https://sf.taobao.com/sf_item/564548802472.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,73600,2018/2/9 10:25,56,"33,000","6,000","47,000",200,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,19,161,9010,123,,16200,20,810,200,1,200,11600,9,1288.888889,4400,10,440,.\data\564548802472.csv,.\data\564548802472jump.csv
苏E2GB32 别克牌汽车,https://sf.taobao.com/sf_item/564475245929.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,62100,2018/2/9 10:22,15,"52,500","10,000","75,000",400,1天,5分钟,拍卖,无,苏州市姑苏区人民法院,5,65,5013,16,,3600,3,1200,0,0,0,0,0,0,3600,3,1200,.\data\564475245929.csv,.\data\564475245929jump.csv
浙GX1006西玛牌小型汽车,https://sf.taobao.com/sf_item/564288017421.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,50900,2018/2/9 10:21,18,"39,000","7,800","55,000",700,1天,5分钟,拍卖,无,东阳市人民法院,3,70,10651,18,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564288017421.csv,.\data\564288017421jump.csv
吉GZE007号大众迈腾牌轿车,https://sf.taobao.com/sf_item/564322124330.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,68640,2018/2/9 10:21,30,"30,240","3,000","30,240",600,1天,5分钟,拍卖,无,长岭县人民法院,11,147,13517,46,,11400,4,2850,7800,2,3900,2400,1,2400,1200,1,1200,.\data\564322124330.csv,.\data\564322124330jump.csv
被执行人聂干祥名下车牌号码为粤B51L03的丰田牌轿车一辆,https://sf.taobao.com/sf_item/564631827924.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,131800,2018/2/9 10:21,37,"80,800","16,160","80,800","1,000",1天,5分钟,拍卖,无,深圳市宝安区人民法院,13,94,10618,49,,3000,1,3000,0,0,0,0,0,0,3000,1,3000,.\data\564631827924.csv,.\data\564631827924jump.csv
一辆牌照为粤S79H48的灰色丰田牌小型轿车,https://sf.taobao.com/sf_item/564370900875.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,152865,2018/2/9 10:20,12,"116,865","12,000","129,850","2,000",1天,5分钟,拍卖,无,宿松县人民法院,9,132,5675,19,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564370900875.csv,.\data\564370900875jump.csv
车牌号为浙G030SS号的汽车一辆,https://sf.taobao.com/sf_item/564356452497.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,178250,2018/2/9 10:20,28,"126,750","25,350","169,000",500,1天,5分钟,拍卖,无,义乌市人民法院,9,225,10571,54,,25000,6,4166.666667,7000,2,3500,15500,1,15500,2500,3,833.3333333,.\data\564356452497.csv,.\data\564356452497jump.csv
车牌号为浙A9088X的梅赛德斯-奔驰牌小型轿车壹辆,https://sf.taobao.com/sf_item/564480805274.htm,2018/2/8 10:00,2018/2/9 10:00,第一次拍卖,200000,2018/2/9 10:20,19,"108,000","21,000","154,202","1,000",1天,5分钟,拍卖,无,杭州市萧山区人民法院,15,424,12977,44,,49000,5,9800,0,0,0,25000,2,12500,24000,3,8000,.\data\564480805274.csv,.\data\564480805274jump.csv
